TagID,LastObs,AssignSpawnSite,AssignSpawnNode,TagPath,FacilityName,LadCode,PassDate,PassTime,SppCode,CarcassNo,PitTag,JvPitTag,Status,Origin,Age,Sex,Forklgth,Pohlgth,Mehlgth,Weight,AdClip
3DD.003D2F97D6,2020-01-29T17:08:27Z,TP2,TP2A0,"PRO, TOPB0, TOPA0, TP2B0, TP2A0, TP2B0, TP2A0",Prosser,pb,2019-12-13T00:00:00Z,-2209034880,wsth,NA,3DD.003D2F97D6,NA,PAS,NA,NA,F,69,NA,56,5.5,NA
3DD.003D2F97D7,2019-10-23T07:04:11Z,SUN,SUNA0,"PRO, SUNA0",Prosser,pb,2019-09-26T00:00:00Z,-2209042080,wsth,NA,3DD.003D2F97D7,NA,PAS,NA,NA,F,62,NA,52,4.8,NA
3DD.003D2F97D8,2020-04-22T00:17:48Z,TOP,TOPA0,"PRO, TOPA0, TOPB0",Prosser,pb,2019-09-26T00:00:00Z,-2209042080,wsth,NA,3DD.003D2F97D8,NA,PAS,NA,NA,F,72,NA,63,5.9,NA
3DD.003D2F97D9,2020-03-05T13:25:54Z,TP2,TP2A0,"PRO, TOPB0, TOPA0, TP2B0, TP2A0, TP2B0, TP2A0",Prosser,pb,2019-10-11T00:00:00Z,-2209038480,wsth,NA,3DD.003D2F97D9,NA,PAS,NA,NA,NA,57,NA,60,7,NA
3DD.003D2F97DB,2020-01-25T08:20:09Z,SAT,SATA0,"PRO, SATB0, SATA0",Prosser,pb,2019-10-14T00:00:00Z,-2209034880,wsth,NA,3DD.003D2F97DB,NA,PAS,NA,NA,F,60,NA,46,4.7,NA
3DD.003D2F97DC,2020-03-29T09:01:32Z,ROZ,ROZA0,"PRO, SUNA0, ROZB0, ROZA0",Prosser,pb,2019-09-30T00:00:00Z,-2209042080,wsth,NA,3DD.003D2F97DC,NA,PAS,NA,NA,F,59,NA,47,3.9,NA
3DD.003D2F97DD,2020-03-30T02:19:52Z,LNR,LNR,"PRO, SUNA0, LNR",Prosser,pb,2019-11-25T00:00:00Z,-2209042080,wsth,NA,3DD.003D2F97DD,NA,PAS,NA,NA,F,64,NA,53,4.95,NA
3DD.003D2F97DF,2019-10-07T00:35:03Z,PRO,PRO,PRO,Prosser,pb,2019-10-06T00:00:00Z,-2208995280,wsth,NA,3DD.003D2F97DF,NA,PAS,NA,NA,F,68,NA,52,6.2,NA
3DD.003D2F97E0,2020-04-15T11:18:10Z,UMC,UMCA0,"PRO, SUNA0, ROZB0, ROZA0, LMCA0, UMCB0, UMCA0, UMCB0, LMCA0",Prosser,pb,2019-10-18T00:00:00Z,-2209013280,wsth,NA,3DD.003D2F97E0,NA,PAS,NA,NA,F,61,NA,46,4.3,NA
3DD.003D2F97E1,2020-03-19T18:47:04Z,SM1,SM1A0,"PRO, TOPB0, TOPA0, SM1B0, SM1A0",Prosser,pb,2019-10-21T00:00:00Z,-2209042080,wsth,NA,3DD.003D2F97E1,NA,PAS,NA,NA,F,61,NA,50,3.9,NA
3DD.003D2F97E2,2020-03-20T21:19:55Z,SUN,SUNA0,"PRO, SUNA0",Prosser,pb,2019-09-25T00:00:00Z,-2209045680,wsth,NA,3DD.003D2F97E2,NA,PAS,NA,NA,M,53,NA,44,3.55,NA
3DD.003D2F97E3,2019-10-06T20:14:53Z,PRO,PRO,PRO,Prosser,pb,2019-09-26T00:00:00Z,-2209045680,wsth,NA,3DD.003D2F97E3,NA,PAS,NA,NA,F,56,NA,48,3.5,NA
3DD.003D3649BD,2020-05-12T13:45:08Z,LNR,LNR,"PRO, LNR",Prosser,pb,2020-05-01T00:00:00Z,-2209038480,wsth,NA,NA,3DD.003D3649BD,PAS,NA,NA,F,60,NA,49,4.15,NA
3DD.003D364DE5,2019-10-07T09:09:48Z,PRO,PRO,PRO,Prosser,pb,2019-10-07T00:00:00Z,-2209038480,wsth,NA,NA,3DD.003D364DE5,PAS,NA,NA,F,60,NA,49,4.4,NA
3DD.003D3F96D2,2020-03-06T11:07:09Z,PRO,PRO,PRO,Prosser,pb,2020-03-06T00:00:00Z,-2209034880,wsth,NA,3DD.003D3F96D2,NA,PAS,NA,NA,F,68,NA,55,6.2,NA
3DD.00775F5EB3,2020-04-13T08:24:58Z,PRO,PRO,PRO,Prosser,pb,2020-04-13T00:00:00Z,-2209042080,wsth,NA,NA,3DD.00775F5EB3,PAS,NA,NA,NA,NA,NA,NA,NA,NA
3DD.0077832F47,2019-11-21T05:10:14Z,ROZ,ROZA0,"PRO, ROZB0, ROZA0",Prosser,pb,2019-09-29T00:00:00Z,-2209027680,wsth,NA,NA,3DD.0077832F47,PAS,NA,NA,M,66,NA,52,5.1,NA
3DD.0077842BAE,2019-10-17T06:16:44Z,ROZ,ROZA0,"PRO, ROZB0, ROZA0",Prosser,pb,2019-09-30T00:00:00Z,-2209024080,wsth,NA,NA,3DD.0077842BAE,PAS,NA,NA,F,58,NA,48,4.05,NA
3DD.0077844626,2020-04-08T19:20:17Z,SUN,SUNA0,"PRO, SUNA0",Prosser,pb,2020-03-06T00:00:00Z,-2209038480,wsth,NA,NA,3DD.0077844626,PAS,NA,NA,F,55,NA,46,3.45,NA
3DD.0077AE1FED,2020-01-04T07:25:45Z,ROZ,ROZA0,"PRO, ROZB0, ROZA0, ROZB0, ROZA0",Prosser,pb,2019-09-24T00:00:00Z,-2209045680,wsth,NA,3DD.0077AE1FED,NA,PAS,NA,NA,F,56,NA,45,3.55,NA
3DD.0077B75BCD,2020-03-27T21:16:06Z,SM1,SM1A0,"PRO, TOPB0, TOPA0, SM1B0, SM1A0",Prosser,pb,2020-02-06T00:00:00Z,-2209034880,wsth,NA,NA,3DD.0077B75BCD,PAS,NA,NA,F,65,NA,52,6.15,NA
3DD.0077B8AF9C,2020-04-19T19:19:14Z,LMT,LMTA0,"PRO, ROZB0, ROZA0, ROZB0, ROZA0, LMTA0",Prosser,pb,2019-09-26T00:00:00Z,-2209042080,wsth,NA,NA,3DD.0077B8AF9C,PAS,NA,NA,F,57,NA,46,3.55,NA
3DD.0077DA40D2,2020-02-29T23:20:50Z,SAT,SATA0,"PRO, SATB0, SATA0",Prosser,pb,2020-02-27T00:00:00Z,-2209038480,wsth,NA,NA,3DD.0077DA40D2,PAS,NA,NA,M,64,NA,50,4.95,NA
