"Tag Code","Mark Rear Type Name","Event Type Name","Event Site Code Value","Event Date Time Value","Event Release Date Time Value","Antenna ID","Antenna Group Configuration Value","CTH Count"
"3D9.1BF1C517D9","Wild Fish or Natural Production","Mark","ROZ","1/24/2011 12:00:00 PM","3/11/2011 12:00:00 AM","NA","0","1"
"3D9.1BF1C517D9","Wild Fish or Natural Production","Observation","BO3","7/16/2012 2:43:29 PM","","17","110","1"
"3D9.1BF1C517D9","Wild Fish or Natural Production","Observation","BO3","7/16/2012 2:43:30 PM","","17","110","1"
"3D9.1BF1C517D9","Wild Fish or Natural Production","Observation","BO3","7/16/2012 2:45:22 PM","","16","110","1"
"3D9.1BF1C517D9","Wild Fish or Natural Production","Observation","BO3","7/16/2012 2:45:23 PM","","16","110","1"
"3D9.1BF1C517D9","Wild Fish or Natural Production","Observation","BO3","7/16/2012 2:47:04 PM","","14","110","1"
"3D9.1BF1C517D9","Wild Fish or Natural Production","Observation","BO3","7/16/2012 2:47:09 PM","","12","110","1"
"3D9.1BF1C517D9","Wild Fish or Natural Production","Observation","BO3","7/16/2012 3:22:40 PM","","10","110","1"
"3D9.1BF1C517D9","Wild Fish or Natural Production","Observation","BO3","7/16/2012 3:25:50 PM","","0E","110","1"
"3D9.1BF1C517D9","Wild Fish or Natural Production","Observation","BO3","7/16/2012 3:29:23 PM","","0C","110","1"
"3D9.1BF1C517D9","Wild Fish or Natural Production","Observation","BO3","7/16/2012 3:29:24 PM","","0C","110","1"
"3D9.1BF1C517D9","Wild Fish or Natural Production","Observation","BO3","7/16/2012 3:31:08 PM","","0A","110","1"
"3D9.1BF1C517D9","Wild Fish or Natural Production","Observation","BO3","7/16/2012 3:31:09 PM","","0A","110","1"
"3D9.1BF1C517D9","Wild Fish or Natural Production","Observation","BO3","7/16/2012 3:32:19 PM","","08","110","1"
"3D9.1BF1C517D9","Wild Fish or Natural Production","Observation","BO3","7/16/2012 3:34:16 PM","","06","110","1"
"3D9.1BF1C517D9","Wild Fish or Natural Production","Observation","BO3","7/16/2012 3:36:11 PM","","04","110","1"
"3D9.1BF1C517D9","Wild Fish or Natural Production","Observation","BO3","7/16/2012 3:36:16 PM","","02","110","1"
"3D9.1BF1C517D9","Wild Fish or Natural Production","Observation","BO4","7/16/2012 4:19:38 PM","","04","100","1"
"3D9.1BF1C517D9","Wild Fish or Natural Production","Observation","BO4","7/16/2012 4:19:39 PM","","04","100","1"
"3D9.1BF1C517D9","Wild Fish or Natural Production","Observation","BO4","7/16/2012 4:20:59 PM","","03","100","1"
"3D9.1BF1C517D9","Wild Fish or Natural Production","Observation","BO4","7/16/2012 4:21:00 PM","","03","100","1"
"3D9.1BF1C517D9","Wild Fish or Natural Production","Observation","BO4","7/16/2012 4:24:10 PM","","02","100","1"
"3D9.1BF1C517D9","Wild Fish or Natural Production","Observation","BO4","7/16/2012 4:26:38 PM","","01","100","1"
"3D9.1BF1C517D9","Wild Fish or Natural Production","Observation","BO4","7/16/2012 4:26:39 PM","","01","100","1"
"3D9.1BF1C517D9","Wild Fish or Natural Production","Observation","JDJ","5/17/2011 12:36:28 AM","","01","160","1"
"3D9.1BF1C517D9","Wild Fish or Natural Production","Observation","JDJ","5/17/2011 12:36:30 AM","","02","160","1"
"3D9.1BF1C517D9","Wild Fish or Natural Production","Observation","JDJ","5/17/2011 12:36:33 AM","","03","160","1"
"3D9.1BF1C517D9","Wild Fish or Natural Production","Observation","JDJ","5/17/2011 12:36:35 AM","","04","160","1"
"3D9.1BF1C517D9","Wild Fish or Natural Production","Observation","JDJ","5/17/2011 12:38:01 AM","","61","160","1"
"3D9.1BF1C517D9","Wild Fish or Natural Production","Observation","JDJ","5/17/2011 12:38:01 AM","","62","160","1"
"3D9.1BF1C517D9","Wild Fish or Natural Production","Observation","MC1","7/26/2012 6:29:50 AM","","11","100","1"
"3D9.1BF1C517D9","Wild Fish or Natural Production","Observation","MC1","7/26/2012 6:32:08 AM","","10","100","1"
"3D9.1BF1C517D9","Wild Fish or Natural Production","Observation","MC1","7/26/2012 6:34:11 AM","","0D","100","1"
"3D9.1BF1C517D9","Wild Fish or Natural Production","Observation","MC1","7/26/2012 6:34:12 AM","","0D","100","1"
"3D9.1BF1C517D9","Wild Fish or Natural Production","Observation","MC1","7/26/2012 6:36:22 AM","","0C","100","1"
"3D9.1BF1C517D9","Wild Fish or Natural Production","Observation","MC1","7/26/2012 6:36:23 AM","","0C","100","1"
"3D9.1BF1C517D9","Wild Fish or Natural Production","Observation","MC1","7/26/2012 6:37:39 AM","","0A","100","1"
"3D9.1BF1C517D9","Wild Fish or Natural Production","Observation","MC1","7/26/2012 6:40:56 AM","","07","100","1"
"3D9.1BF1C517D9","Wild Fish or Natural Production","Observation","MC1","7/26/2012 6:40:57 AM","","07","100","1"
"3D9.1BF1C517D9","Wild Fish or Natural Production","Observation","MC1","7/26/2012 6:45:37 AM","","04","100","1"
"3D9.1BF1C517D9","Wild Fish or Natural Production","Observation","MC1","7/26/2012 9:47:39 AM","","02","100","1"
"3D9.1BF1C517D9","Wild Fish or Natural Production","Observation","MC1","7/26/2012 9:47:42 AM","","01","100","1"
"3D9.1BF1C517D9","Wild Fish or Natural Production","Observation","ROZ","3/2/2013 10:47:37 PM","","03","110","1"
"3D9.1BF1C517D9","Wild Fish or Natural Production","Observation","ROZ","3/2/2013 10:48:52 PM","","02","110","1"
"3D9.1BF1C517D9","Wild Fish or Natural Production","Observation","ROZ","3/2/2013 10:48:53 PM","","02","110","1"
"3D9.1BF1C517D9","Wild Fish or Natural Production","Observation","ROZ","3/2/2013 10:49:12 PM","","01","110","1"
"3D9.1BF1C517D9","Wild Fish or Natural Production","Observation","SWK","4/6/2013 10:35:23 AM","","C1","110","1"
"3D9.1BF1C517D9","Wild Fish or Natural Production","Recapture","CHANDL","3/1/2013 12:00:00 PM","4/30/2013 12:00:00 AM","NA","0","1"
"3D9.1BF1C517D9","Wild Fish or Natural Production","Recapture","PRO","9/4/2012 12:00:00 PM","9/17/2012 12:00:00 AM","NA","0","1"
"3D9.1BF1C517D9","Wild Fish or Natural Production","Recapture","ROZ","1/4/2013 12:00:00 PM","3/4/2013 12:00:00 AM","NA","0","1"
"3D9.1BF1D4BF6D","Wild Fish or Natural Production","Mark","ROZ","1/24/2011 12:00:00 PM","4/18/2011 12:00:00 AM","NA","0","1"
"3D9.1BF1D4BF6D","Wild Fish or Natural Production","Observation","BO3","8/3/2012 12:22:40 PM","","18","110","1"
"3D9.1BF1D4BF6D","Wild Fish or Natural Production","Observation","BO3","8/3/2012 12:22:43 PM","","16","110","1"
"3D9.1BF1D4BF6D","Wild Fish or Natural Production","Observation","BO3","8/3/2012 12:22:47 PM","","14","110","1"
"3D9.1BF1D4BF6D","Wild Fish or Natural Production","Observation","BO3","8/3/2012 12:22:51 PM","","12","110","1"
"3D9.1BF1D4BF6D","Wild Fish or Natural Production","Observation","BO3","8/3/2012 12:37:40 PM","","10","110","1"
"3D9.1BF1D4BF6D","Wild Fish or Natural Production","Observation","BO3","8/3/2012 12:37:41 PM","","10","110","1"
"3D9.1BF1D4BF6D","Wild Fish or Natural Production","Observation","BO3","8/3/2012 12:44:14 PM","","0E","110","1"
"3D9.1BF1D4BF6D","Wild Fish or Natural Production","Observation","BO3","8/3/2012 12:44:15 PM","","0E","110","1"
"3D9.1BF1D4BF6D","Wild Fish or Natural Production","Observation","BO3","8/3/2012 12:44:19 PM","","0C","110","1"
"3D9.1BF1D4BF6D","Wild Fish or Natural Production","Observation","BO3","8/3/2012 12:48:54 PM","","0A","110","1"
"3D9.1BF1D4BF6D","Wild Fish or Natural Production","Observation","BO3","8/3/2012 12:48:56 PM","","08","110","1"
"3D9.1BF1D4BF6D","Wild Fish or Natural Production","Observation","BO3","8/3/2012 12:48:59 PM","","06","110","1"
"3D9.1BF1D4BF6D","Wild Fish or Natural Production","Observation","BO3","8/3/2012 12:49:00 PM","","06","110","1"
"3D9.1BF1D4BF6D","Wild Fish or Natural Production","Observation","BO3","8/3/2012 12:53:16 PM","","04","110","1"
"3D9.1BF1D4BF6D","Wild Fish or Natural Production","Observation","BO3","8/3/2012 12:53:57 PM","","02","110","1"
"3D9.1BF1D4BF6D","Wild Fish or Natural Production","Observation","BO3","8/3/2012 12:53:58 PM","","02","110","1"
"3D9.1BF1D4BF6D","Wild Fish or Natural Production","Observation","BO4","8/3/2012 1:20:18 PM","","04","100","1"
"3D9.1BF1D4BF6D","Wild Fish or Natural Production","Observation","BO4","8/3/2012 1:21:07 PM","","03","100","1"
"3D9.1BF1D4BF6D","Wild Fish or Natural Production","Observation","BO4","8/3/2012 1:21:35 PM","","02","100","1"
"3D9.1BF1D4BF6D","Wild Fish or Natural Production","Observation","BO4","8/3/2012 1:22:24 PM","","01","100","1"
"3D9.1BF1D4BF6D","Wild Fish or Natural Production","Observation","MC1","9/26/2012 6:01:36 AM","","11","100","1"
"3D9.1BF1D4BF6D","Wild Fish or Natural Production","Observation","MC1","9/26/2012 6:02:49 AM","","0F","100","1"
"3D9.1BF1D4BF6D","Wild Fish or Natural Production","Observation","MC1","9/26/2012 6:02:50 AM","","0F","100","1"
"3D9.1BF1D4BF6D","Wild Fish or Natural Production","Observation","MC1","9/26/2012 6:05:37 AM","","0D","100","1"
"3D9.1BF1D4BF6D","Wild Fish or Natural Production","Observation","MC1","9/26/2012 6:07:28 AM","","09","100","1"
"3D9.1BF1D4BF6D","Wild Fish or Natural Production","Observation","MC1","9/26/2012 6:10:31 AM","","08","100","1"
"3D9.1BF1D4BF6D","Wild Fish or Natural Production","Observation","MC1","9/26/2012 6:12:45 AM","","05","100","1"
"3D9.1BF1D4BF6D","Wild Fish or Natural Production","Observation","MC1","9/26/2012 6:13:58 AM","","04","100","1"
"3D9.1BF1D4BF6D","Wild Fish or Natural Production","Observation","MC1","9/26/2012 7:15:26 AM","","02","100","1"
"3D9.1BF1D4BF6D","Wild Fish or Natural Production","Observation","MC1","9/26/2012 7:15:48 AM","","02","100","1"
"3D9.1BF1D4BF6D","Wild Fish or Natural Production","Observation","MC1","9/26/2012 7:15:54 AM","","01","100","1"
"3D9.1BF1D4BF6D","Wild Fish or Natural Production","Observation","PRO","10/5/2012 3:24:37 AM","","05","110","1"
"3D9.1BF1D4BF6D","Wild Fish or Natural Production","Observation","PRO","10/5/2012 3:24:39 AM","","06","110","1"
"3D9.1BF1D4BF6D","Wild Fish or Natural Production","Observation","PRO","10/5/2012 8:10:42 AM","","06","110","1"
"3D9.1BF1D4BF6D","Wild Fish or Natural Production","Observation","PRO","10/5/2012 8:10:48 AM","","05","110","1"
"3D9.1BF1D4BF6D","Wild Fish or Natural Production","Observation","TAN","5/2/2011 2:27:36 PM","","01","100","1"
"3D9.1BF1D4BF6D","Wild Fish or Natural Production","Recapture","PRO","9/4/2012 12:00:00 PM","10/5/2012 12:00:00 AM","NA","0","1"
"3D9.1C2CA37932","Wild Fish or Natural Production","Mark","CHANDL","4/6/2010 2:03:00 PM","4/7/2010 6:00:00 PM","NA","0","1"
"3D9.1C2CA37932","Wild Fish or Natural Production","Observation","BCC","5/2/2010 3:55:34 PM","","01","100","1"
"3D9.1C2CA37932","Wild Fish or Natural Production","Observation","BO3","8/5/2012 1:44:18 PM","","17","110","1"
"3D9.1C2CA37932","Wild Fish or Natural Production","Observation","BO3","8/5/2012 1:45:01 PM","","16","110","1"
"3D9.1C2CA37932","Wild Fish or Natural Production","Observation","BO3","8/5/2012 1:45:05 PM","","14","110","1"
"3D9.1C2CA37932","Wild Fish or Natural Production","Observation","BO3","8/5/2012 1:47:35 PM","","12","110","1"
"3D9.1C2CA37932","Wild Fish or Natural Production","Observation","BO3","8/5/2012 1:47:36 PM","","12","110","1"
"3D9.1C2CA37932","Wild Fish or Natural Production","Observation","BO3","8/5/2012 2:07:50 PM","","10","110","1"
"3D9.1C2CA37932","Wild Fish or Natural Production","Observation","BO3","8/5/2012 2:09:27 PM","","0E","110","1"
"3D9.1C2CA37932","Wild Fish or Natural Production","Observation","BO3","8/5/2012 2:09:28 PM","","0E","110","1"
"3D9.1C2CA37932","Wild Fish or Natural Production","Observation","BO3","8/5/2012 2:10:00 PM","","0C","110","1"
"3D9.1C2CA37932","Wild Fish or Natural Production","Observation","BO3","8/5/2012 2:10:01 PM","","0C","110","1"
"3D9.1C2CA37932","Wild Fish or Natural Production","Observation","BO3","8/5/2012 2:14:21 PM","","0A","110","1"
"3D9.1C2CA37932","Wild Fish or Natural Production","Observation","BO3","8/5/2012 2:14:22 PM","","0A","110","1"
"3D9.1C2CA37932","Wild Fish or Natural Production","Observation","BO3","8/5/2012 2:15:56 PM","","08","110","1"
"3D9.1C2CA37932","Wild Fish or Natural Production","Observation","BO3","8/5/2012 2:15:57 PM","","08","110","1"
"3D9.1C2CA37932","Wild Fish or Natural Production","Observation","BO3","8/5/2012 2:16:19 PM","","06","110","1"
"3D9.1C2CA37932","Wild Fish or Natural Production","Observation","BO3","8/5/2012 2:19:10 PM","","04","110","1"
"3D9.1C2CA37932","Wild Fish or Natural Production","Observation","BO3","8/5/2012 2:19:14 PM","","02","110","1"
"3D9.1C2CA37932","Wild Fish or Natural Production","Observation","BO3","8/5/2012 2:19:15 PM","","02","110","1"
"3D9.1C2CA37932","Wild Fish or Natural Production","Observation","BO4","8/6/2012 5:23:22 AM","","04","100","1"
"3D9.1C2CA37932","Wild Fish or Natural Production","Observation","BO4","8/6/2012 5:24:26 AM","","04","100","1"
"3D9.1C2CA37932","Wild Fish or Natural Production","Observation","BO4","8/6/2012 5:24:27 AM","","04","100","1"
"3D9.1C2CA37932","Wild Fish or Natural Production","Observation","BO4","8/6/2012 5:25:19 AM","","04","100","1"
"3D9.1C2CA37932","Wild Fish or Natural Production","Observation","BO4","8/6/2012 5:26:16 AM","","04","100","1"
"3D9.1C2CA37932","Wild Fish or Natural Production","Observation","BO4","8/6/2012 5:26:17 AM","","04","100","1"
"3D9.1C2CA37932","Wild Fish or Natural Production","Observation","BO4","8/6/2012 5:26:18 AM","","04","100","1"
"3D9.1C2CA37932","Wild Fish or Natural Production","Observation","BO4","8/6/2012 5:32:41 AM","","04","100","1"
"3D9.1C2CA37932","Wild Fish or Natural Production","Observation","BO4","8/6/2012 5:32:42 AM","","04","100","1"
"3D9.1C2CA37932","Wild Fish or Natural Production","Observation","BO4","8/6/2012 5:34:13 AM","","04","100","1"
"3D9.1C2CA37932","Wild Fish or Natural Production","Observation","BO4","8/6/2012 5:34:14 AM","","04","100","1"
"3D9.1C2CA37932","Wild Fish or Natural Production","Observation","BO4","8/6/2012 5:38:01 AM","","04","100","1"
"3D9.1C2CA37932","Wild Fish or Natural Production","Observation","BO4","8/6/2012 5:38:02 AM","","04","100","1"
"3D9.1C2CA37932","Wild Fish or Natural Production","Observation","BO4","8/6/2012 5:41:34 AM","","04","100","1"
"3D9.1C2CA37932","Wild Fish or Natural Production","Observation","BO4","8/6/2012 5:41:35 AM","","04","100","1"
"3D9.1C2CA37932","Wild Fish or Natural Production","Observation","BO4","8/6/2012 5:41:36 AM","","04","100","1"
"3D9.1C2CA37932","Wild Fish or Natural Production","Observation","BO4","8/6/2012 5:41:37 AM","","04","100","1"
"3D9.1C2CA37932","Wild Fish or Natural Production","Observation","BO4","8/6/2012 5:45:32 AM","","04","100","1"
"3D9.1C2CA37932","Wild Fish or Natural Production","Observation","BO4","8/6/2012 5:45:33 AM","","04","100","1"
"3D9.1C2CA37932","Wild Fish or Natural Production","Observation","BO4","8/6/2012 5:46:52 AM","","04","100","1"
"3D9.1C2CA37932","Wild Fish or Natural Production","Observation","BO4","8/6/2012 5:46:53 AM","","04","100","1"
"3D9.1C2CA37932","Wild Fish or Natural Production","Observation","BO4","8/6/2012 5:46:54 AM","","04","100","1"
"3D9.1C2CA37932","Wild Fish or Natural Production","Observation","BO4","8/6/2012 5:47:59 AM","","03","100","1"
"3D9.1C2CA37932","Wild Fish or Natural Production","Observation","BO4","8/6/2012 5:48:00 AM","","03","100","1"
"3D9.1C2CA37932","Wild Fish or Natural Production","Observation","BO4","8/6/2012 5:48:01 AM","","03","100","1"
"3D9.1C2CA37932","Wild Fish or Natural Production","Observation","BO4","8/6/2012 5:48:02 AM","","03","100","1"
"3D9.1C2CA37932","Wild Fish or Natural Production","Observation","BO4","8/6/2012 5:49:43 AM","","03","100","1"
"3D9.1C2CA37932","Wild Fish or Natural Production","Observation","BO4","8/6/2012 5:49:44 AM","","03","100","1"
"3D9.1C2CA37932","Wild Fish or Natural Production","Observation","BO4","8/6/2012 5:49:45 AM","","03","100","1"
"3D9.1C2CA37932","Wild Fish or Natural Production","Observation","BO4","8/6/2012 5:50:51 AM","","03","100","1"
"3D9.1C2CA37932","Wild Fish or Natural Production","Observation","BO4","8/6/2012 5:50:52 AM","","03","100","1"
"3D9.1C2CA37932","Wild Fish or Natural Production","Observation","BO4","8/6/2012 5:50:53 AM","","03","100","1"
"3D9.1C2CA37932","Wild Fish or Natural Production","Observation","BO4","8/6/2012 5:50:58 AM","","03","100","1"
"3D9.1C2CA37932","Wild Fish or Natural Production","Observation","BO4","8/6/2012 5:50:59 AM","","03","100","1"
"3D9.1C2CA37932","Wild Fish or Natural Production","Observation","BO4","8/6/2012 5:53:13 AM","","03","100","1"
"3D9.1C2CA37932","Wild Fish or Natural Production","Observation","BO4","8/6/2012 5:53:14 AM","","03","100","1"
"3D9.1C2CA37932","Wild Fish or Natural Production","Observation","BO4","8/6/2012 5:56:13 AM","","03","100","1"
"3D9.1C2CA37932","Wild Fish or Natural Production","Observation","BO4","8/6/2012 5:56:14 AM","","03","100","1"
"3D9.1C2CA37932","Wild Fish or Natural Production","Observation","BO4","8/6/2012 5:58:19 AM","","02","100","1"
"3D9.1C2CA37932","Wild Fish or Natural Production","Observation","BO4","8/6/2012 5:58:20 AM","","02","100","1"
"3D9.1C2CA37932","Wild Fish or Natural Production","Observation","BO4","8/6/2012 5:58:21 AM","","02","100","1"
"3D9.1C2CA37932","Wild Fish or Natural Production","Observation","BO4","8/6/2012 5:58:22 AM","","02","100","1"
"3D9.1C2CA37932","Wild Fish or Natural Production","Observation","BO4","8/6/2012 5:59:22 AM","","02","100","1"
"3D9.1C2CA37932","Wild Fish or Natural Production","Observation","BO4","8/6/2012 5:59:23 AM","","02","100","1"
"3D9.1C2CA37932","Wild Fish or Natural Production","Observation","BO4","8/6/2012 6:00:11 AM","","01","100","1"
"3D9.1C2CA37932","Wild Fish or Natural Production","Observation","BO4","8/6/2012 6:00:12 AM","","01","100","1"
"3D9.1C2CA37932","Wild Fish or Natural Production","Observation","BO4","8/6/2012 6:00:13 AM","","01","100","1"
"3D9.1C2CA37932","Wild Fish or Natural Production","Observation","MC1","8/23/2012 9:26:10 AM","","12","100","1"
"3D9.1C2CA37932","Wild Fish or Natural Production","Observation","MC1","8/23/2012 9:27:28 AM","","10","100","1"
"3D9.1C2CA37932","Wild Fish or Natural Production","Observation","MC1","8/23/2012 9:27:29 AM","","10","100","1"
"3D9.1C2CA37932","Wild Fish or Natural Production","Observation","MC1","8/23/2012 9:30:56 AM","","0E","100","1"
"3D9.1C2CA37932","Wild Fish or Natural Production","Observation","MC1","8/23/2012 9:30:57 AM","","0E","100","1"
"3D9.1C2CA37932","Wild Fish or Natural Production","Observation","MC1","8/23/2012 9:31:40 AM","","0C","100","1"
"3D9.1C2CA37932","Wild Fish or Natural Production","Observation","MC1","8/23/2012 9:31:41 AM","","0C","100","1"
"3D9.1C2CA37932","Wild Fish or Natural Production","Observation","MC1","8/23/2012 9:32:13 AM","","0A","100","1"
"3D9.1C2CA37932","Wild Fish or Natural Production","Observation","MC1","8/23/2012 9:32:14 AM","","0A","100","1"
"3D9.1C2CA37932","Wild Fish or Natural Production","Observation","MC1","8/23/2012 9:36:09 AM","","07","100","1"
"3D9.1C2CA37932","Wild Fish or Natural Production","Observation","MC1","8/23/2012 9:38:36 AM","","05","100","1"
"3D9.1C2CA37932","Wild Fish or Natural Production","Observation","MC1","8/23/2012 9:39:03 AM","","03","100","1"
"3D9.1C2CA37932","Wild Fish or Natural Production","Observation","MC1","8/23/2012 10:47:18 AM","","02","100","1"
"3D9.1C2CA37932","Wild Fish or Natural Production","Observation","MC1","8/23/2012 10:47:19 AM","","02","100","1"
"3D9.1C2CA37932","Wild Fish or Natural Production","Observation","MC1","8/23/2012 10:47:27 AM","","01","100","1"
"3D9.1C2CA37932","Wild Fish or Natural Production","Recapture","PRO","9/4/2012 12:00:00 PM","9/19/2012 12:00:00 AM","NA","0","1"
"3D9.1C2D365845","Wild Fish or Natural Production","Mark","CHANDL","10/10/2012 12:00:00 PM","10/10/2012 12:00:00 PM","NA","0","1"
"3D9.1C2D365845","Wild Fish or Natural Production","Observation","SAT","11/26/2012 3:25:55 AM","","13","100","1"
"3D9.1C2D365845","Wild Fish or Natural Production","Observation","SAT","11/26/2012 3:31:20 AM","","11","100","1"
"3D9.1C2D365845","Wild Fish or Natural Production","Observation","SAT","11/27/2012 10:27:14 PM","","14","100","1"
"3D9.1C2D365845","Wild Fish or Natural Production","Recapture","CHANDL","3/1/2011 12:00:00 PM","4/18/2011 12:00:00 AM","NA","0","1"
"3D9.1C2D365845","Wild Fish or Natural Production","Recapture","PRO","9/4/2012 12:00:00 PM","10/30/2012 12:00:00 AM","NA","0","1"
"3D9.1C2D467CA1","Wild Fish or Natural Production","Mark","TOPPEC","3/3/2011 7:50:00 AM","3/3/2011 9:00:00 AM","NA","0","1"
"3D9.1C2D467CA1","Wild Fish or Natural Production","Observation","BO2","7/28/2012 7:14:08 PM","","10","100","1"
"3D9.1C2D467CA1","Wild Fish or Natural Production","Observation","BO2","7/28/2012 7:14:09 PM","","10","100","1"
"3D9.1C2D467CA1","Wild Fish or Natural Production","Observation","BO2","7/28/2012 7:16:50 PM","","0E","100","1"
"3D9.1C2D467CA1","Wild Fish or Natural Production","Observation","BO2","7/28/2012 7:16:51 PM","","0E","100","1"
"3D9.1C2D467CA1","Wild Fish or Natural Production","Observation","BO2","7/28/2012 7:19:27 PM","","0C","100","1"
"3D9.1C2D467CA1","Wild Fish or Natural Production","Observation","BO2","7/28/2012 7:21:37 PM","","0A","100","1"
"3D9.1C2D467CA1","Wild Fish or Natural Production","Observation","BO2","7/28/2012 7:23:10 PM","","08","100","1"
"3D9.1C2D467CA1","Wild Fish or Natural Production","Observation","BO2","7/28/2012 7:24:09 PM","","06","100","1"
"3D9.1C2D467CA1","Wild Fish or Natural Production","Observation","BO2","7/28/2012 7:24:10 PM","","06","100","1"
"3D9.1C2D467CA1","Wild Fish or Natural Production","Observation","BO2","7/28/2012 7:27:34 PM","","04","100","1"
"3D9.1C2D467CA1","Wild Fish or Natural Production","Observation","BO2","7/28/2012 7:27:35 PM","","04","100","1"
"3D9.1C2D467CA1","Wild Fish or Natural Production","Observation","BO2","7/28/2012 7:29:44 PM","","02","100","1"
"3D9.1C2D467CA1","Wild Fish or Natural Production","Observation","BO4","7/29/2012 7:09:19 AM","","04","100","1"
"3D9.1C2D467CA1","Wild Fish or Natural Production","Observation","BO4","7/29/2012 7:09:20 AM","","04","100","1"
"3D9.1C2D467CA1","Wild Fish or Natural Production","Observation","BO4","7/29/2012 7:12:59 AM","","03","100","1"
"3D9.1C2D467CA1","Wild Fish or Natural Production","Observation","BO4","7/29/2012 7:13:00 AM","","03","100","1"
"3D9.1C2D467CA1","Wild Fish or Natural Production","Observation","BO4","7/29/2012 7:14:39 AM","","02","100","1"
"3D9.1C2D467CA1","Wild Fish or Natural Production","Observation","BO4","7/29/2012 7:14:40 AM","","02","100","1"
"3D9.1C2D467CA1","Wild Fish or Natural Production","Observation","BO4","7/29/2012 7:19:40 AM","","01","100","1"
"3D9.1C2D467CA1","Wild Fish or Natural Production","Observation","MC1","1/1/2013 10:38:22 AM","","12","100","1"
"3D9.1C2D467CA1","Wild Fish or Natural Production","Observation","MC1","1/1/2013 10:42:42 AM","","0F","100","1"
"3D9.1C2D467CA1","Wild Fish or Natural Production","Observation","MC1","1/1/2013 10:42:43 AM","","0F","100","1"
"3D9.1C2D467CA1","Wild Fish or Natural Production","Observation","MC1","1/1/2013 10:47:24 AM","","0D","100","1"
"3D9.1C2D467CA1","Wild Fish or Natural Production","Observation","MC1","1/1/2013 10:56:56 AM","","0A","100","1"
"3D9.1C2D467CA1","Wild Fish or Natural Production","Observation","MC1","1/1/2013 10:56:57 AM","","0A","100","1"
"3D9.1C2D467CA1","Wild Fish or Natural Production","Observation","MC1","1/1/2013 11:02:37 AM","","08","100","1"
"3D9.1C2D467CA1","Wild Fish or Natural Production","Observation","MC1","1/1/2013 11:02:38 AM","","08","100","1"
"3D9.1C2D467CA1","Wild Fish or Natural Production","Observation","MC1","1/1/2013 11:09:02 AM","","04","100","1"
"3D9.1C2D467CA1","Wild Fish or Natural Production","Observation","MC1","1/1/2013 11:09:03 AM","","04","100","1"
"3D9.1C2D467CA1","Wild Fish or Natural Production","Observation","MC1","1/1/2013 1:48:54 PM","","02","100","1"
"3D9.1C2D467CA1","Wild Fish or Natural Production","Observation","MC1","1/1/2013 1:48:55 PM","","02","100","1"
"3D9.1C2D467CA1","Wild Fish or Natural Production","Observation","MC1","1/1/2013 1:48:57 PM","","01","100","1"
"3D9.1C2D467CA1","Wild Fish or Natural Production","Observation","PRO","11/3/2013 9:37:26 AM","","04","110","1"
"3D9.1C2D467CA1","Wild Fish or Natural Production","Observation","PRO","11/3/2013 9:37:27 AM","","04","110","1"
"3D9.1C2D467CA1","Wild Fish or Natural Production","Observation","PRO","11/3/2013 9:37:29 AM","","03","110","1"
"3D9.1C2D467CA1","Wild Fish or Natural Production","Observation","TOP","3/11/2013 12:41:03 AM","","25","100","1"
"3D9.1C2D467CA1","Wild Fish or Natural Production","Observation","TOP","3/11/2013 12:41:41 AM","","22","100","1"
"3D9.1C2D467CA1","Wild Fish or Natural Production","Observation","TOP","5/5/2013 2:39:58 AM","","24","100","1"
"3D9.1C2D467CA1","Wild Fish or Natural Production","Observation","TOP","2/22/2014 6:33:22 AM","","25","100","1"
"3D9.1C2D467CA1","Wild Fish or Natural Production","Observation","TOP","2/22/2014 6:33:59 AM","","22","100","1"
"3D9.1C2D467CA1","Wild Fish or Natural Production","Observation","TOP","2/22/2014 6:44:24 AM","","21","100","1"
"3D9.1C2D467CA1","Wild Fish or Natural Production","Recapture","CHANDL","3/1/2013 12:00:00 PM","5/7/2013 12:00:00 AM","NA","0","1"
"3D9.1C2D467CA1","Wild Fish or Natural Production","Recapture","CHANDL","10/23/2013 12:00:00 PM","10/23/2013 12:00:00 PM","NA","0","1"
"3D9.1C2D467CA1","Wild Fish or Natural Production","Recapture","PRO","9/4/2012 12:00:00 PM","2/17/2013 12:00:00 AM","NA","0","1"
"3D9.1C2D6E5DEB","Wild Fish or Natural Production","Mark","CHANDL","10/10/2012 12:00:00 PM","10/10/2012 12:00:00 PM","NA","0","1"
"3D9.1C2D6E5DEB","Wild Fish or Natural Production","Observation","PRO","11/4/2012 10:51:27 PM","","05","110","1"
"3D9.1C2D6E5DEB","Wild Fish or Natural Production","Observation","PRO","11/4/2012 10:51:28 PM","","05","110","1"
"3D9.1C2D6E5DEB","Wild Fish or Natural Production","Observation","PRO","11/4/2012 10:51:34 PM","","05","110","1"
"3D9.1C2D6E5DEB","Wild Fish or Natural Production","Observation","PRO","11/4/2012 10:51:35 PM","","05","110","1"
"3D9.1C2D6E5DEB","Wild Fish or Natural Production","Observation","SAT","3/2/2013 2:13:33 AM","","13","100","1"
"3D9.1C2D6E5DEB","Wild Fish or Natural Production","Observation","SAT","3/2/2013 2:14:21 AM","","12","100","1"
"3D9.1C2D6E5DEB","Wild Fish or Natural Production","Recapture","PRO","9/4/2012 12:00:00 PM","11/4/2012 12:00:00 AM","NA","0","1"
