"Tag Code","Mark Species Name","Mark Rear Type Name","Event Type Name","Event Site Type Description","Event Site Code Value","Event Date Time Value","Antenna ID","Antenna Group Configuration Value","Event Release Site Code Code","Event Release Date Time Value","CTH Count"
"384.3B23948380","Steelhead","Unknown","Mark","Dam","PRO","9/14/2015 12:00:00 AM","NA","0","PROTAL","10/23/2015 12:00:00 AM","1"
"384.3B23948380","Steelhead","Unknown","Observation","Instream Remote Detection System","SAT","4/11/2016 9:01:14 AM","11","100","","","1"
"384.3B23948380","Steelhead","Unknown","Observation","Instream Remote Detection System","SAT","4/11/2016 9:01:36 AM","15","100","","","1"
"384.3B23948F99","Steelhead","Unknown","Mark","Dam","PRO","9/14/2015 12:00:00 AM","NA","0","PROTAL","12/7/2015 12:00:00 AM","1"
"384.3B23948F99","Steelhead","Unknown","Observation","Instream Remote Detection System","SUN","3/30/2016 7:26:59 PM","08","100","","","1"
"384.3B2394A9A5","Steelhead","Unknown","Mark","Dam","PRO","9/14/2015 12:00:00 AM","NA","0","PROTAL","12/8/2015 12:00:00 AM","1"
"384.3B2394B6AB","Steelhead","Unknown","Mark","Dam","PRO","9/14/2015 12:00:00 AM","NA","0","PROTAL","11/6/2015 12:00:00 AM","1"
"384.3B2394B6AB","Steelhead","Unknown","Observation","Combined Dam Location","PRO","11/6/2015 7:16:04 PM","05","110","","","1"
"384.3B2394B6AB","Steelhead","Unknown","Observation","Combined Dam Location","PRO","11/6/2015 7:16:05 PM","05","110","","","1"
"384.3B2394B6AB","Steelhead","Unknown","Observation","Combined Dam Location","PRO","11/6/2015 7:16:07 PM","06","110","","","1"
"384.3B2394B6AB","Steelhead","Unknown","Observation","Combined Dam Location","PRO","11/6/2015 7:16:08 PM","06","110","","","1"
"384.3B2394B6AB","Steelhead","Unknown","Observation","Combined Dam Location","PRO","11/6/2015 8:24:43 PM","06","110","","","1"
"384.3B2394B6AB","Steelhead","Unknown","Observation","Combined Dam Location","PRO","11/6/2015 8:24:44 PM","06","110","","","1"
"384.3B2394B6AB","Steelhead","Unknown","Observation","Combined Dam Location","PRO","11/6/2015 8:24:45 PM","06","110","","","1"
"384.3B2394B6AB","Steelhead","Unknown","Observation","Combined Dam Location","PRO","11/6/2015 8:24:47 PM","06","110","","","1"
"384.3B2394B6AB","Steelhead","Unknown","Observation","Combined Dam Location","PRO","11/6/2015 8:24:48 PM","06","110","","","1"
"384.3B2394B6AB","Steelhead","Unknown","Observation","Combined Dam Location","PRO","11/6/2015 8:30:50 PM","06","110","","","1"
"384.3B2394B6AB","Steelhead","Unknown","Observation","Combined Dam Location","PRO","11/6/2015 8:30:51 PM","06","110","","","1"
"384.3B2394B6AB","Steelhead","Unknown","Observation","Combined Dam Location","PRO","11/6/2015 8:30:52 PM","06","110","","","1"
"384.3B2394B6AB","Steelhead","Unknown","Observation","Combined Dam Location","PRO","11/6/2015 8:30:53 PM","06","110","","","1"
"384.3B2394B6AB","Steelhead","Unknown","Observation","Combined Dam Location","PRO","11/6/2015 8:30:54 PM","06","110","","","1"
"384.3B2394B6AB","Steelhead","Unknown","Observation","Combined Dam Location","PRO","11/6/2015 8:39:52 PM","06","110","","","1"
"384.3B2394B6AB","Steelhead","Unknown","Observation","Combined Dam Location","PRO","11/6/2015 8:42:48 PM","06","110","","","1"
"384.3B2394B6AB","Steelhead","Unknown","Observation","Combined Dam Location","PRO","11/6/2015 8:42:49 PM","06","110","","","1"
"384.3B2394B6AB","Steelhead","Unknown","Observation","Combined Dam Location","PRO","11/6/2015 8:43:02 PM","05","110","","","1"
"384.3B2394B6AB","Steelhead","Unknown","Observation","Combined Dam Location","PRO","11/6/2015 8:43:03 PM","05","110","","","1"
"384.3B2394B6AB","Steelhead","Unknown","Observation","Combined Dam Location","PRO","11/6/2015 8:47:04 PM","05","110","","","1"
"384.3B2394B6AB","Steelhead","Unknown","Observation","Combined Dam Location","PRO","11/6/2015 8:47:05 PM","05","110","","","1"
"384.3B2394B6AB","Steelhead","Unknown","Observation","Combined Dam Location","PRO","11/6/2015 8:47:31 PM","05","110","","","1"
