"Tag Code","Event File Name","Event Type Name","Event Capture Method Name","Event Capture Method Code","Event Site Name","Event Site Code Value","Event Date MMDDYYYY","Event Date Time Value","Event Release Site Name","Event Release Date MMDDYYYY","Event Release Date Time Value","Event Rear Type Name","Event Rear Type Code","Event Species Code","Event Species Name","Event SRR Code","Event SRR Name","Event Conditional Comments Code","Event Conditional Comments Name","Mark File Name","Mark Data Project Code and Name","Mark Species Name","Mark Rear Type Name","Mark Site Code Value","Mark Date MMDDYYYY","CTH Count"
"3D9.1C2DBC15E5","WJB12311.PRO","Mark","Adult Passage Ladder","LADDER","PRO - Prosser Diversion Dam, Yakima River","PRO","11/6/2012","11/6/2012 12:00:00 PM","PROTAL - PRO - Release into the Tailrace within 0.5 km downstream of Dam","4/14/2013","4/14/2013 12:00:00 AM","Unknown","U","3","Steelhead","32U","Summer Steelhead (unknown r/t)","AT RF FE","Female, Tagged as Adult, Returning Fish","WJB12311.PRO","WJB - Yakima Basin Adult Tagging Projects","Steelhead","Unknown","PRO","11/6/2012","1"
"3D9.1C2DBC1610","WJB12311.PRO","Mark","Adult Passage Ladder","LADDER","PRO - Prosser Diversion Dam, Yakima River","PRO","11/6/2012","11/6/2012 12:00:00 PM","PROTAL - PRO - Release into the Tailrace within 0.5 km downstream of Dam","11/7/2012","11/7/2012 12:00:00 AM","Unknown","U","3","Steelhead","32U","Summer Steelhead (unknown r/t)","AT RF FE","Female, Tagged as Adult, Returning Fish","WJB12311.PRO","WJB - Yakima Basin Adult Tagging Projects","Steelhead","Unknown","PRO","11/6/2012","1"
"3D9.1C2DBC184F","WJB12252.PRO","Mark","Adult Passage Ladder","LADDER","PRO - Prosser Diversion Dam, Yakima River","PRO","9/8/2012","9/8/2012 12:00:00 PM","PROTAL - PRO - Release into the Tailrace within 0.5 km downstream of Dam","10/21/2012","10/21/2012 12:00:00 AM","Unknown","U","3","Steelhead","32U","Summer Steelhead (unknown r/t)","AT RF FE RT","Tagged as Adult, Radio Tagged, Female, Returning Fish","WJB12252.PRO","WJB - Yakima Basin Adult Tagging Projects","Steelhead","Unknown","PRO","9/8/2012","1"
"3D9.1C2DBC18B9","WJB12252.PRO","Mark","Adult Passage Ladder","LADDER","PRO - Prosser Diversion Dam, Yakima River","PRO","9/8/2012","9/8/2012 12:00:00 PM","PROTAL - PRO - Release into the Tailrace within 0.5 km downstream of Dam","11/26/2012","11/26/2012 12:00:00 AM","Unknown","U","3","Steelhead","32U","Summer Steelhead (unknown r/t)","AT RF FE","Female, Tagged as Adult, Returning Fish","WJB12252.PRO","WJB - Yakima Basin Adult Tagging Projects","Steelhead","Unknown","PRO","9/8/2012","1"
"3D9.1C2DBC18E6","WJB12311.PRO","Mark","Adult Passage Ladder","LADDER","PRO - Prosser Diversion Dam, Yakima River","PRO","11/6/2012","11/6/2012 12:00:00 PM","PROTAL - PRO - Release into the Tailrace within 0.5 km downstream of Dam","3/14/2013","3/14/2013 12:00:00 AM","Unknown","U","3","Steelhead","32U","Summer Steelhead (unknown r/t)","AT RF FE RT","Tagged as Adult, Radio Tagged, Female, Returning Fish","WJB12311.PRO","WJB - Yakima Basin Adult Tagging Projects","Steelhead","Unknown","PRO","11/6/2012","1"
"3D9.1C2DBC18FB","WJB12252.PRO","Mark","Adult Passage Ladder","LADDER","PRO - Prosser Diversion Dam, Yakima River","PRO","9/8/2012","9/8/2012 12:00:00 PM","PROTAL - PRO - Release into the Tailrace within 0.5 km downstream of Dam","9/23/2012","9/23/2012 12:00:00 AM","Unknown","U","3","Steelhead","32U","Summer Steelhead (unknown r/t)","AT RF FE RT","Tagged as Adult, Radio Tagged, Female, Returning Fish","WJB12252.PRO","WJB - Yakima Basin Adult Tagging Projects","Steelhead","Unknown","PRO","9/8/2012","1"
"3D9.1C2DBC1A24","WJB12252.PRO","Mark","Adult Passage Ladder","LADDER","PRO - Prosser Diversion Dam, Yakima River","PRO","9/8/2012","9/8/2012 12:00:00 PM","PROTAL - PRO - Release into the Tailrace within 0.5 km downstream of Dam","11/26/2012","11/26/2012 12:00:00 AM","Unknown","U","3","Steelhead","32U","Summer Steelhead (unknown r/t)","AT RF FE RT","Tagged as Adult, Radio Tagged, Female, Returning Fish","WJB12252.PRO","WJB - Yakima Basin Adult Tagging Projects","Steelhead","Unknown","PRO","9/8/2012","1"
"3D9.1C2DBC1ABD","WJB12252.PRO","Mark","Adult Passage Ladder","LADDER","PRO - Prosser Diversion Dam, Yakima River","PRO","9/8/2012","9/8/2012 12:00:00 PM","PROTAL - PRO - Release into the Tailrace within 0.5 km downstream of Dam","11/18/2012","11/18/2012 12:00:00 AM","Unknown","U","3","Steelhead","32U","Summer Steelhead (unknown r/t)","AT RF FE RT","Tagged as Adult, Radio Tagged, Female, Returning Fish","WJB12252.PRO","WJB - Yakima Basin Adult Tagging Projects","Steelhead","Unknown","PRO","9/8/2012","1"
"3D9.1C2DBC1AFD","WJB12252.PRO","Mark","Adult Passage Ladder","LADDER","PRO - Prosser Diversion Dam, Yakima River","PRO","9/8/2012","9/8/2012 12:00:00 PM","PROTAL - PRO - Release into the Tailrace within 0.5 km downstream of Dam","9/9/2012","9/9/2012 12:00:00 AM","Unknown","U","3","Steelhead","32U","Summer Steelhead (unknown r/t)","AT RF FE","Female, Tagged as Adult, Returning Fish","WJB12252.PRO","WJB - Yakima Basin Adult Tagging Projects","Steelhead","Unknown","PRO","9/8/2012","1"
"3D9.1C2DBC1DBB","WJB11257.PRO","Mark","Adult Passage Ladder","LADDER","PRO - Prosser Diversion Dam, Yakima River","PRO","9/14/2011","9/14/2011 12:00:00 PM","PROTAL - PRO - Release into the Tailrace within 0.5 km downstream of Dam","3/14/2012","3/14/2012 12:00:00 AM","Unknown","U","3","Steelhead","32U","Summer Steelhead (unknown r/t)","AT RF MA","Male, Tagged as Adult, Returning Fish","WJB11257.PRO","WJB - Yakima Basin Adult Tagging Projects","Steelhead","Unknown","PRO","9/14/2011","1"
"3D9.1C2DBC1F78","WJB12252.PRO","Mark","Adult Passage Ladder","LADDER","PRO - Prosser Diversion Dam, Yakima River","PRO","9/8/2012","9/8/2012 12:00:00 PM","PROTAL - PRO - Release into the Tailrace within 0.5 km downstream of Dam","9/23/2012","9/23/2012 12:00:00 AM","Unknown","U","3","Steelhead","32U","Summer Steelhead (unknown r/t)","AT RF FE RT","Tagged as Adult, Radio Tagged, Female, Returning Fish","WJB12252.PRO","WJB - Yakima Basin Adult Tagging Projects","Steelhead","Unknown","PRO","9/8/2012","1"
"3D9.1C2DBC2041","WJB11257.PRO","Mark","Adult Passage Ladder","LADDER","PRO - Prosser Diversion Dam, Yakima River","PRO","9/14/2011","9/14/2011 12:00:00 PM","PROTAL - PRO - Release into the Tailrace within 0.5 km downstream of Dam","4/6/2012","4/6/2012 12:00:00 AM","Unknown","U","3","Steelhead","32U","Summer Steelhead (unknown r/t)","AT RF FE","Female, Tagged as Adult, Returning Fish","WJB11257.PRO","WJB - Yakima Basin Adult Tagging Projects","Steelhead","Unknown","PRO","9/14/2011","1"
"3D9.1C2DBC217C","WJB12252.PRO","Mark","Adult Passage Ladder","LADDER","PRO - Prosser Diversion Dam, Yakima River","PRO","9/8/2012","9/8/2012 12:00:00 PM","PROTAL - PRO - Release into the Tailrace within 0.5 km downstream of Dam","10/29/2012","10/29/2012 12:00:00 AM","Unknown","U","3","Steelhead","32U","Summer Steelhead (unknown r/t)","AT RF MA RT","Male, Returning Fish, Tagged as Adult, Radio Tagged","WJB12252.PRO","WJB - Yakima Basin Adult Tagging Projects","Steelhead","Unknown","PRO","9/8/2012","1"
"3D9.1C2DBC21D1","WJB12252.PRO","Mark","Adult Passage Ladder","LADDER","PRO - Prosser Diversion Dam, Yakima River","PRO","9/8/2012","9/8/2012 12:00:00 PM","PROTAL - PRO - Release into the Tailrace within 0.5 km downstream of Dam","2/1/2013","2/1/2013 12:00:00 AM","Unknown","U","3","Steelhead","32U","Summer Steelhead (unknown r/t)","AT RF FE RT","Tagged as Adult, Radio Tagged, Female, Returning Fish","WJB12252.PRO","WJB - Yakima Basin Adult Tagging Projects","Steelhead","Unknown","PRO","9/8/2012","1"
"3D9.1C2DBC2316","WJB11257.PRO","Mark","Adult Passage Ladder","LADDER","PRO - Prosser Diversion Dam, Yakima River","PRO","9/14/2011","9/14/2011 12:00:00 PM","PROTAL - PRO - Release into the Tailrace within 0.5 km downstream of Dam","2/13/2012","2/13/2012 12:00:00 AM","Unknown","U","3","Steelhead","32U","Summer Steelhead (unknown r/t)","AT RF FE","Female, Tagged as Adult, Returning Fish","WJB11257.PRO","WJB - Yakima Basin Adult Tagging Projects","Steelhead","Unknown","PRO","9/14/2011","1"
"3D9.1C2DBC2460","WJB12252.PRO","Mark","Adult Passage Ladder","LADDER","PRO - Prosser Diversion Dam, Yakima River","PRO","9/8/2012","9/8/2012 12:00:00 PM","PROTAL - PRO - Release into the Tailrace within 0.5 km downstream of Dam","11/3/2012","11/3/2012 12:00:00 AM","Unknown","U","3","Steelhead","32U","Summer Steelhead (unknown r/t)","AT RF FE","Female, Tagged as Adult, Returning Fish","WJB12252.PRO","WJB - Yakima Basin Adult Tagging Projects","Steelhead","Unknown","PRO","9/8/2012","1"
"3D9.1C2DBC2887","WJB12252.PRO","Mark","Adult Passage Ladder","LADDER","PRO - Prosser Diversion Dam, Yakima River","PRO","9/8/2012","9/8/2012 12:00:00 PM","PROTAL - PRO - Release into the Tailrace within 0.5 km downstream of Dam","11/1/2012","11/1/2012 12:00:00 AM","Unknown","U","3","Steelhead","32U","Summer Steelhead (unknown r/t)","AT RF FE","Female, Tagged as Adult, Returning Fish","WJB12252.PRO","WJB - Yakima Basin Adult Tagging Projects","Steelhead","Unknown","PRO","9/8/2012","1"
"3D9.1C2DBC298E","WJB11257.PRO","Mark","Adult Passage Ladder","LADDER","PRO - Prosser Diversion Dam, Yakima River","PRO","9/14/2011","9/14/2011 12:00:00 PM","PROTAL - PRO - Release into the Tailrace within 0.5 km downstream of Dam","2/21/2012","2/21/2012 12:00:00 AM","Unknown","U","3","Steelhead","32U","Summer Steelhead (unknown r/t)","AT RF FE","Female, Tagged as Adult, Returning Fish","WJB11257.PRO","WJB - Yakima Basin Adult Tagging Projects","Steelhead","Unknown","PRO","9/14/2011","1"
"3D9.1C2DBC2BCC","WJB14031.PRO","Mark","Adult Passage Ladder","LADDER","PRO - Prosser Diversion Dam, Yakima River","PRO","1/31/2014","1/31/2014 12:00:00 PM","PROTAL - PRO - Release into the Tailrace within 0.5 km downstream of Dam","2/25/2014","2/25/2014 12:00:00 AM","Unknown","U","3","Steelhead","32U","Summer Steelhead (unknown r/t)","AT RF MA RT","Male, Returning Fish, Tagged as Adult, Radio Tagged","WJB14031.PRO","WJB - Yakima Basin Adult Tagging Projects","Steelhead","Unknown","PRO","1/31/2014","1"
"3D9.1C2DBC2E08","WJB12252.PRO","Mark","Adult Passage Ladder","LADDER","PRO - Prosser Diversion Dam, Yakima River","PRO","9/8/2012","9/8/2012 12:00:00 PM","PROTAL - PRO - Release into the Tailrace within 0.5 km downstream of Dam","2/17/2013","2/17/2013 12:00:00 AM","Unknown","U","3","Steelhead","32U","Summer Steelhead (unknown r/t)","AT RF MA RT","Male, Returning Fish, Tagged as Adult, Radio Tagged","WJB12252.PRO","WJB - Yakima Basin Adult Tagging Projects","Steelhead","Unknown","PRO","9/8/2012","1"
"3D9.1C2DBC2EE8","WJB12252.PRO","Mark","Adult Passage Ladder","LADDER","PRO - Prosser Diversion Dam, Yakima River","PRO","9/8/2012","9/8/2012 12:00:00 PM","PROTAL - PRO - Release into the Tailrace within 0.5 km downstream of Dam","10/16/2012","10/16/2012 12:00:00 AM","Unknown","U","3","Steelhead","32U","Summer Steelhead (unknown r/t)","AT RF FE","Female, Tagged as Adult, Returning Fish","WJB12252.PRO","WJB - Yakima Basin Adult Tagging Projects","Steelhead","Unknown","PRO","9/8/2012","1"
"3D9.1C2DBC2F51","WJB12252.PRO","Mark","Adult Passage Ladder","LADDER","PRO - Prosser Diversion Dam, Yakima River","PRO","9/8/2012","9/8/2012 12:00:00 PM","PROTAL - PRO - Release into the Tailrace within 0.5 km downstream of Dam","10/18/2012","10/18/2012 12:00:00 AM","Unknown","U","3","Steelhead","32U","Summer Steelhead (unknown r/t)","AT RF MA RT","Male, Returning Fish, Tagged as Adult, Radio Tagged","WJB12252.PRO","WJB - Yakima Basin Adult Tagging Projects","Steelhead","Unknown","PRO","9/8/2012","1"
"3D9.1C2DBC2F96","WJB11257.PRO","Mark","Adult Passage Ladder","LADDER","PRO - Prosser Diversion Dam, Yakima River","PRO","9/14/2011","9/14/2011 12:00:00 PM","PROTAL - PRO - Release into the Tailrace within 0.5 km downstream of Dam","3/6/2012","3/6/2012 12:00:00 AM","Unknown","U","3","Steelhead","32U","Summer Steelhead (unknown r/t)","AT RF MA","Male, Tagged as Adult, Returning Fish","WJB11257.PRO","WJB - Yakima Basin Adult Tagging Projects","Steelhead","Unknown","PRO","9/14/2011","1"
"3D9.1C2DBC3109","WJB11257.PRO","Mark","Adult Passage Ladder","LADDER","PRO - Prosser Diversion Dam, Yakima River","PRO","9/14/2011","9/14/2011 12:00:00 PM","PROTAL - PRO - Release into the Tailrace within 0.5 km downstream of Dam","4/22/2012","4/22/2012 12:00:00 AM","Unknown","U","3","Steelhead","32U","Summer Steelhead (unknown r/t)","AT RF FE","Female, Tagged as Adult, Returning Fish","WJB11257.PRO","WJB - Yakima Basin Adult Tagging Projects","Steelhead","Unknown","PRO","9/14/2011","1"
"3D9.1C2DBC315D","WJB12252.PRO","Mark","Adult Passage Ladder","LADDER","PRO - Prosser Diversion Dam, Yakima River","PRO","9/8/2012","9/8/2012 12:00:00 PM","PROTAL - PRO - Release into the Tailrace within 0.5 km downstream of Dam","10/18/2012","10/18/2012 12:00:00 AM","Unknown","U","3","Steelhead","32U","Summer Steelhead (unknown r/t)","AT RF FE RT","Tagged as Adult, Radio Tagged, Female, Returning Fish","WJB12252.PRO","WJB - Yakima Basin Adult Tagging Projects","Steelhead","Unknown","PRO","9/8/2012","1"
"3D9.1C2DBC3E80","WJB12252.PRO","Mark","Adult Passage Ladder","LADDER","PRO - Prosser Diversion Dam, Yakima River","PRO","9/8/2012","9/8/2012 12:00:00 PM","PROTAL - PRO - Release into the Tailrace within 0.5 km downstream of Dam","10/3/2012","10/3/2012 12:00:00 AM","Unknown","U","3","Steelhead","32U","Summer Steelhead (unknown r/t)","AT RF FE RT","Tagged as Adult, Radio Tagged, Female, Returning Fish","WJB12252.PRO","WJB - Yakima Basin Adult Tagging Projects","Steelhead","Unknown","PRO","9/8/2012","1"
"3D9.1C2DBC3F5D","WJB11257.PRO","Mark","Adult Passage Ladder","LADDER","PRO - Prosser Diversion Dam, Yakima River","PRO","9/14/2011","9/14/2011 12:00:00 PM","PROTAL - PRO - Release into the Tailrace within 0.5 km downstream of Dam","3/30/2012","3/30/2012 12:00:00 AM","Unknown","U","3","Steelhead","32U","Summer Steelhead (unknown r/t)","AT RF MA","Male, Tagged as Adult, Returning Fish","WJB11257.PRO","WJB - Yakima Basin Adult Tagging Projects","Steelhead","Unknown","PRO","9/14/2011","1"
"3D9.1C2DBC450C","WJB12252.PRO","Mark","Adult Passage Ladder","LADDER","PRO - Prosser Diversion Dam, Yakima River","PRO","9/8/2012","9/8/2012 12:00:00 PM","PROTAL - PRO - Release into the Tailrace within 0.5 km downstream of Dam","10/8/2012","10/8/2012 12:00:00 AM","Unknown","U","3","Steelhead","32U","Summer Steelhead (unknown r/t)","AT RF FE RT","Tagged as Adult, Radio Tagged, Female, Returning Fish","WJB12252.PRO","WJB - Yakima Basin Adult Tagging Projects","Steelhead","Unknown","PRO","9/8/2012","1"
"3D9.1C2DBC4C4A","WJB12252.PRO","Mark","Adult Passage Ladder","LADDER","PRO - Prosser Diversion Dam, Yakima River","PRO","9/8/2012","9/8/2012 12:00:00 PM","PROTAL - PRO - Release into the Tailrace within 0.5 km downstream of Dam","10/23/2012","10/23/2012 12:00:00 AM","Unknown","U","3","Steelhead","32U","Summer Steelhead (unknown r/t)","AT RF FE","Female, Tagged as Adult, Returning Fish","WJB12252.PRO","WJB - Yakima Basin Adult Tagging Projects","Steelhead","Unknown","PRO","9/8/2012","1"
"3D9.1C2DBC4CDD","WJB12252.PRO","Mark","Adult Passage Ladder","LADDER","PRO - Prosser Diversion Dam, Yakima River","PRO","9/8/2012","9/8/2012 12:00:00 PM","PROTAL - PRO - Release into the Tailrace within 0.5 km downstream of Dam","11/3/2012","11/3/2012 12:00:00 AM","Unknown","U","3","Steelhead","32U","Summer Steelhead (unknown r/t)","AT RF FE","Female, Tagged as Adult, Returning Fish","WJB12252.PRO","WJB - Yakima Basin Adult Tagging Projects","Steelhead","Unknown","PRO","9/8/2012","1"
"3D9.1C2DBC4D44","WJB11257.PRO","Mark","Adult Passage Ladder","LADDER","PRO - Prosser Diversion Dam, Yakima River","PRO","9/14/2011","9/14/2011 12:00:00 PM","PROTAL - PRO - Release into the Tailrace within 0.5 km downstream of Dam","4/10/2012","4/10/2012 12:00:00 AM","Unknown","U","3","Steelhead","32U","Summer Steelhead (unknown r/t)","AT RF FE","Female, Tagged as Adult, Returning Fish","WJB11257.PRO","WJB - Yakima Basin Adult Tagging Projects","Steelhead","Unknown","PRO","9/14/2011","1"
"3D9.1C2DBC4FB7","WJB12252.PRO","Mark","Adult Passage Ladder","LADDER","PRO - Prosser Diversion Dam, Yakima River","PRO","9/8/2012","9/8/2012 12:00:00 PM","PROTAL - PRO - Release into the Tailrace within 0.5 km downstream of Dam","10/2/2012","10/2/2012 12:00:00 AM","Unknown","U","3","Steelhead","32U","Summer Steelhead (unknown r/t)","AT RF MA RT","Male, Returning Fish, Tagged as Adult, Radio Tagged","WJB12252.PRO","WJB - Yakima Basin Adult Tagging Projects","Steelhead","Unknown","PRO","9/8/2012","1"
"3D9.1C2DBC519C","WJB12252.PRO","Mark","Adult Passage Ladder","LADDER","PRO - Prosser Diversion Dam, Yakima River","PRO","9/8/2012","9/8/2012 12:00:00 PM","PROTAL - PRO - Release into the Tailrace within 0.5 km downstream of Dam","10/20/2012","10/20/2012 12:00:00 AM","Unknown","U","3","Steelhead","32U","Summer Steelhead (unknown r/t)","AT RF MA","Male, Tagged as Adult, Returning Fish","WJB12252.PRO","WJB - Yakima Basin Adult Tagging Projects","Steelhead","Unknown","PRO","9/8/2012","1"
"3D9.1C2DBC5628","WJB12252.PRO","Mark","Adult Passage Ladder","LADDER","PRO - Prosser Diversion Dam, Yakima River","PRO","9/8/2012","9/8/2012 12:00:00 PM","PROTAL - PRO - Release into the Tailrace within 0.5 km downstream of Dam","10/28/2012","10/28/2012 12:00:00 AM","Unknown","U","3","Steelhead","32U","Summer Steelhead (unknown r/t)","AT RF MA RT","Male, Returning Fish, Tagged as Adult, Radio Tagged","WJB12252.PRO","WJB - Yakima Basin Adult Tagging Projects","Steelhead","Unknown","PRO","9/8/2012","1"
"3D9.1C2DBC58A3","WJB12252.PRO","Mark","Adult Passage Ladder","LADDER","PRO - Prosser Diversion Dam, Yakima River","PRO","9/8/2012","9/8/2012 12:00:00 PM","PROTAL - PRO - Release into the Tailrace within 0.5 km downstream of Dam","10/20/2012","10/20/2012 12:00:00 AM","Unknown","U","3","Steelhead","32U","Summer Steelhead (unknown r/t)","AT RF FE RT","Tagged as Adult, Radio Tagged, Female, Returning Fish","WJB12252.PRO","WJB - Yakima Basin Adult Tagging Projects","Steelhead","Unknown","PRO","9/8/2012","1"
"3D9.1C2DBC58BF","WJB12252.PRO","Mark","Adult Passage Ladder","LADDER","PRO - Prosser Diversion Dam, Yakima River","PRO","9/8/2012","9/8/2012 12:00:00 PM","PROTAL - PRO - Release into the Tailrace within 0.5 km downstream of Dam","11/2/2012","11/2/2012 12:00:00 AM","Unknown","U","3","Steelhead","32U","Summer Steelhead (unknown r/t)","AT RF FE RT","Tagged as Adult, Radio Tagged, Female, Returning Fish","WJB12252.PRO","WJB - Yakima Basin Adult Tagging Projects","Steelhead","Unknown","PRO","9/8/2012","1"
"3D9.1C2DBC597B","WJB12252.PRO","Mark","Adult Passage Ladder","LADDER","PRO - Prosser Diversion Dam, Yakima River","PRO","9/8/2012","9/8/2012 12:00:00 PM","PROTAL - PRO - Release into the Tailrace within 0.5 km downstream of Dam","11/1/2012","11/1/2012 12:00:00 AM","Unknown","U","3","Steelhead","32U","Summer Steelhead (unknown r/t)","AT RF FE","Female, Tagged as Adult, Returning Fish","WJB12252.PRO","WJB - Yakima Basin Adult Tagging Projects","Steelhead","Unknown","PRO","9/8/2012","1"
"3D9.1C2DBC5A1E","WJB12252.PRO","Mark","Adult Passage Ladder","LADDER","PRO - Prosser Diversion Dam, Yakima River","PRO","9/8/2012","9/8/2012 12:00:00 PM","PROTAL - PRO - Release into the Tailrace within 0.5 km downstream of Dam","11/4/2012","11/4/2012 12:00:00 AM","Unknown","U","3","Steelhead","32U","Summer Steelhead (unknown r/t)","AT RF FE","Female, Tagged as Adult, Returning Fish","WJB12252.PRO","WJB - Yakima Basin Adult Tagging Projects","Steelhead","Unknown","PRO","9/8/2012","1"
"3D9.1C2DBC5A5E","WJB14031.PRO","Mark","Adult Passage Ladder","LADDER","PRO - Prosser Diversion Dam, Yakima River","PRO","1/31/2014","1/31/2014 12:00:00 PM","PROTAL - PRO - Release into the Tailrace within 0.5 km downstream of Dam","2/24/2014","2/24/2014 12:00:00 AM","Unknown","U","3","Steelhead","32U","Summer Steelhead (unknown r/t)","AT RF MA RT","Male, Returning Fish, Tagged as Adult, Radio Tagged","WJB14031.PRO","WJB - Yakima Basin Adult Tagging Projects","Steelhead","Unknown","PRO","1/31/2014","1"
"3D9.1C2DBC62B3","WJB12252.PRO","Mark","Adult Passage Ladder","LADDER","PRO - Prosser Diversion Dam, Yakima River","PRO","9/8/2012","9/8/2012 12:00:00 PM","PROTAL - PRO - Release into the Tailrace within 0.5 km downstream of Dam","10/22/2012","10/22/2012 12:00:00 AM","Unknown","U","3","Steelhead","32U","Summer Steelhead (unknown r/t)","AT RF MA RT","Male, Returning Fish, Tagged as Adult, Radio Tagged","WJB12252.PRO","WJB - Yakima Basin Adult Tagging Projects","Steelhead","Unknown","PRO","9/8/2012","1"
"3D9.1C2DBC648F","WJB11257.PRO","Mark","Adult Passage Ladder","LADDER","PRO - Prosser Diversion Dam, Yakima River","PRO","9/14/2011","9/14/2011 12:00:00 PM","PROTAL - PRO - Release into the Tailrace within 0.5 km downstream of Dam","3/26/2012","3/26/2012 12:00:00 AM","Unknown","U","3","Steelhead","32U","Summer Steelhead (unknown r/t)","AT RF MA","Male, Tagged as Adult, Returning Fish","WJB11257.PRO","WJB - Yakima Basin Adult Tagging Projects","Steelhead","Unknown","PRO","9/14/2011","1"
"3D9.1C2DBC64A7","WJB11257.PRO","Mark","Adult Passage Ladder","LADDER","PRO - Prosser Diversion Dam, Yakima River","PRO","9/14/2011","9/14/2011 12:00:00 PM","PROTAL - PRO - Release into the Tailrace within 0.5 km downstream of Dam","3/22/2012","3/22/2012 12:00:00 AM","Unknown","U","3","Steelhead","32U","Summer Steelhead (unknown r/t)","AT RF FE","Female, Tagged as Adult, Returning Fish","WJB11257.PRO","WJB - Yakima Basin Adult Tagging Projects","Steelhead","Unknown","PRO","9/14/2011","1"
"3D9.1C2DBC64F1","WJB12252.PRO","Mark","Adult Passage Ladder","LADDER","PRO - Prosser Diversion Dam, Yakima River","PRO","9/8/2012","9/8/2012 12:00:00 PM","PROTAL - PRO - Release into the Tailrace within 0.5 km downstream of Dam","11/4/2012","11/4/2012 12:00:00 AM","Unknown","U","3","Steelhead","32U","Summer Steelhead (unknown r/t)","AT RF FE","Female, Tagged as Adult, Returning Fish","WJB12252.PRO","WJB - Yakima Basin Adult Tagging Projects","Steelhead","Unknown","PRO","9/8/2012","1"
"3D9.1C2DBC6595","WJB12252.PRO","Mark","Adult Passage Ladder","LADDER","PRO - Prosser Diversion Dam, Yakima River","PRO","9/8/2012","9/8/2012 12:00:00 PM","PROTAL - PRO - Release into the Tailrace within 0.5 km downstream of Dam","3/4/2013","3/4/2013 12:00:00 AM","Unknown","U","3","Steelhead","32U","Summer Steelhead (unknown r/t)","AT RF MA RT","Male, Returning Fish, Tagged as Adult, Radio Tagged","WJB12252.PRO","WJB - Yakima Basin Adult Tagging Projects","Steelhead","Unknown","PRO","9/8/2012","1"
"3D9.1C2DBC6667","WJB11257.PRO","Mark","Adult Passage Ladder","LADDER","PRO - Prosser Diversion Dam, Yakima River","PRO","9/14/2011","9/14/2011 12:00:00 PM","PROTAL - PRO - Release into the Tailrace within 0.5 km downstream of Dam","5/8/2012","5/8/2012 12:00:00 AM","Unknown","U","3","Steelhead","32U","Summer Steelhead (unknown r/t)","AT RF FE","Female, Tagged as Adult, Returning Fish","WJB11257.PRO","WJB - Yakima Basin Adult Tagging Projects","Steelhead","Unknown","PRO","9/14/2011","1"
"3D9.1C2DBC6702","WJB12252.PRO","Mark","Adult Passage Ladder","LADDER","PRO - Prosser Diversion Dam, Yakima River","PRO","9/8/2012","9/8/2012 12:00:00 PM","PROTAL - PRO - Release into the Tailrace within 0.5 km downstream of Dam","10/30/2012","10/30/2012 12:00:00 AM","Unknown","U","3","Steelhead","32U","Summer Steelhead (unknown r/t)","AT RF FE","Female, Tagged as Adult, Returning Fish","WJB12252.PRO","WJB - Yakima Basin Adult Tagging Projects","Steelhead","Unknown","PRO","9/8/2012","1"
"3D9.1C2DBC71D5","WJB12252.PRO","Mark","Adult Passage Ladder","LADDER","PRO - Prosser Diversion Dam, Yakima River","PRO","9/8/2012","9/8/2012 12:00:00 PM","PROTAL - PRO - Release into the Tailrace within 0.5 km downstream of Dam","10/18/2012","10/18/2012 12:00:00 AM","Unknown","U","3","Steelhead","32U","Summer Steelhead (unknown r/t)","AT RF FE RT","Tagged as Adult, Radio Tagged, Female, Returning Fish","WJB12252.PRO","WJB - Yakima Basin Adult Tagging Projects","Steelhead","Unknown","PRO","9/8/2012","1"
"3D9.1C2DBC7255","WJB12252.PRO","Mark","Adult Passage Ladder","LADDER","PRO - Prosser Diversion Dam, Yakima River","PRO","9/8/2012","9/8/2012 12:00:00 PM","PROTAL - PRO - Release into the Tailrace within 0.5 km downstream of Dam","3/2/2013","3/2/2013 12:00:00 AM","Unknown","U","3","Steelhead","32U","Summer Steelhead (unknown r/t)","AT RF FE RT","Tagged as Adult, Radio Tagged, Female, Returning Fish","WJB12252.PRO","WJB - Yakima Basin Adult Tagging Projects","Steelhead","Unknown","PRO","9/8/2012","1"
"3D9.1C2DBC7369","WJB11257.PRO","Mark","Adult Passage Ladder","LADDER","PRO - Prosser Diversion Dam, Yakima River","PRO","9/14/2011","9/14/2011 12:00:00 PM","PROTAL - PRO - Release into the Tailrace within 0.5 km downstream of Dam","2/21/2012","2/21/2012 12:00:00 AM","Unknown","U","3","Steelhead","32U","Summer Steelhead (unknown r/t)","AT RF FE","Female, Tagged as Adult, Returning Fish","WJB11257.PRO","WJB - Yakima Basin Adult Tagging Projects","Steelhead","Unknown","PRO","9/14/2011","1"
"3D9.1C2DBC73A0","WJB12252.PRO","Mark","Adult Passage Ladder","LADDER","PRO - Prosser Diversion Dam, Yakima River","PRO","9/8/2012","9/8/2012 12:00:00 PM","PROTAL - PRO - Release into the Tailrace within 0.5 km downstream of Dam","10/31/2012","10/31/2012 12:00:00 AM","Unknown","U","3","Steelhead","32U","Summer Steelhead (unknown r/t)","AT RF MA","Male, Tagged as Adult, Returning Fish","WJB12252.PRO","WJB - Yakima Basin Adult Tagging Projects","Steelhead","Unknown","PRO","9/8/2012","1"
