"Tag Code","Event File Name","Event Type Name","Event Capture Method Name","Event Capture Method Code","Event Site Name","Event Site Code Value","Event Date MMDDYYYY","Event Date Time Value","Event Release Site Name","Event Release Date MMDDYYYY","Event Release Date Time Value","Event Rear Type Name","Event Rear Type Code","Event Species Code","Event Species Name","Event SRR Code","Event SRR Name","Event Conditional Comments Code","Event Conditional Comments Name","Mark File Name","Mark Data Project Code and Name","Mark Species Name","Mark Rear Type Name","Mark Site Code Value","Mark Date MMDDYYYY","CTH Count"
"384.3B23948380","WJB15257.PRO","Mark","Adult Passage Ladder","LADDER","PRO - Prosser Diversion Dam, Yakima River","PRO","9/14/2015","9/14/2015 12:00:00 AM","PROTAL - PRO - Release into the Tailrace within 0.5 km downstream of Dam","10/23/2015","10/23/2015 12:00:00 AM","Unknown","U","3","Steelhead","32U","Summer Steelhead (unknown r/t)","AT RF FE","Female, Tagged as Adult, Returning Fish","WJB15257.PRO","WJB - Yakima Basin Adult Tagging Projects","Steelhead","Unknown","PRO","9/14/2015","1"
"384.3B23948F99","WJB15257.PRO","Mark","Adult Passage Ladder","LADDER","PRO - Prosser Diversion Dam, Yakima River","PRO","9/14/2015","9/14/2015 12:00:00 AM","PROTAL - PRO - Release into the Tailrace within 0.5 km downstream of Dam","12/7/2015","12/7/2015 12:00:00 AM","Unknown","U","3","Steelhead","32U","Summer Steelhead (unknown r/t)","AT RF MA","Male, Tagged as Adult, Returning Fish","WJB15257.PRO","WJB - Yakima Basin Adult Tagging Projects","Steelhead","Unknown","PRO","9/14/2015","1"
"384.3B2394A9A5","WJB15257.PRO","Mark","Adult Passage Ladder","LADDER","PRO - Prosser Diversion Dam, Yakima River","PRO","9/14/2015","9/14/2015 12:00:00 AM","PROTAL - PRO - Release into the Tailrace within 0.5 km downstream of Dam","12/8/2015","12/8/2015 12:00:00 AM","Unknown","U","3","Steelhead","32U","Summer Steelhead (unknown r/t)","AT RF MA","Male, Tagged as Adult, Returning Fish","WJB15257.PRO","WJB - Yakima Basin Adult Tagging Projects","Steelhead","Unknown","PRO","9/14/2015","1"
"384.3B2394B6AB","WJB15257.PRO","Mark","Adult Passage Ladder","LADDER","PRO - Prosser Diversion Dam, Yakima River","PRO","9/14/2015","9/14/2015 12:00:00 AM","PROTAL - PRO - Release into the Tailrace within 0.5 km downstream of Dam","11/6/2015","11/6/2015 12:00:00 AM","Unknown","U","3","Steelhead","32U","Summer Steelhead (unknown r/t)","AT RF FE","Female, Tagged as Adult, Returning Fish","WJB15257.PRO","WJB - Yakima Basin Adult Tagging Projects","Steelhead","Unknown","PRO","9/14/2015","1"
"384.3B2394B71B","WJB-2014-259-PRO.xml","Mark","Adult Passage Ladder","LADDER","PRO - Prosser Diversion Dam, Yakima River","PRO","9/16/2014","9/16/2014 12:00:00 PM","PROTAL - PRO - Release into the Tailrace within 0.5 km downstream of Dam","12/21/2014","12/21/2014 12:00:00 AM","Unknown","U","3","Steelhead","32U","Summer Steelhead (unknown r/t)","AT FE RF","Tagged as Adult, Female, Returning Fish","WJB-2014-259-PRO.xml","WJB - Yakima Basin Adult Tagging Projects","Steelhead","Unknown","PRO","9/16/2014","1"
"384.3B2394C583","WJB15257.PRO","Mark","Adult Passage Ladder","LADDER","PRO - Prosser Diversion Dam, Yakima River","PRO","9/14/2015","9/14/2015 12:00:00 AM","PROTAL - PRO - Release into the Tailrace within 0.5 km downstream of Dam","10/22/2015","10/22/2015 12:00:00 AM","Unknown","U","3","Steelhead","32U","Summer Steelhead (unknown r/t)","AT RF FE","Female, Tagged as Adult, Returning Fish","WJB15257.PRO","WJB - Yakima Basin Adult Tagging Projects","Steelhead","Unknown","PRO","9/14/2015","1"
"384.3B2394E086","WJB15257.PRO","Mark","Adult Passage Ladder","LADDER","PRO - Prosser Diversion Dam, Yakima River","PRO","9/14/2015","9/14/2015 12:00:00 AM","PROTAL - PRO - Release into the Tailrace within 0.5 km downstream of Dam","10/26/2015","10/26/2015 12:00:00 AM","Unknown","U","3","Steelhead","32U","Summer Steelhead (unknown r/t)","AT RF MA","Male, Tagged as Adult, Returning Fish","WJB15257.PRO","WJB - Yakima Basin Adult Tagging Projects","Steelhead","Unknown","PRO","9/14/2015","1"
"384.3B2394ED5F","WJB15257.PRO","Mark","Adult Passage Ladder","LADDER","PRO - Prosser Diversion Dam, Yakima River","PRO","9/14/2015","9/14/2015 12:00:00 AM","PROTAL - PRO - Release into the Tailrace within 0.5 km downstream of Dam","10/31/2015","10/31/2015 12:00:00 AM","Unknown","U","3","Steelhead","32U","Summer Steelhead (unknown r/t)","AT RF FE","Female, Tagged as Adult, Returning Fish","WJB15257.PRO","WJB - Yakima Basin Adult Tagging Projects","Steelhead","Unknown","PRO","9/14/2015","1"
"384.3B239510F8","WJB15257.PRO","Mark","Adult Passage Ladder","LADDER","PRO - Prosser Diversion Dam, Yakima River","PRO","9/14/2015","9/14/2015 12:00:00 AM","PROTAL - PRO - Release into the Tailrace within 0.5 km downstream of Dam","11/9/2015","11/9/2015 12:00:00 AM","Unknown","U","3","Steelhead","32U","Summer Steelhead (unknown r/t)","AT RF FE","Female, Tagged as Adult, Returning Fish","WJB15257.PRO","WJB - Yakima Basin Adult Tagging Projects","Steelhead","Unknown","PRO","9/14/2015","1"
"384.3B2395110C","WJB15257.PRO","Mark","Adult Passage Ladder","LADDER","PRO - Prosser Diversion Dam, Yakima River","PRO","9/14/2015","9/14/2015 12:00:00 AM","PROTAL - PRO - Release into the Tailrace within 0.5 km downstream of Dam","11/10/2015","11/10/2015 12:00:00 AM","Unknown","U","3","Steelhead","32U","Summer Steelhead (unknown r/t)","AT RF FE","Female, Tagged as Adult, Returning Fish","WJB15257.PRO","WJB - Yakima Basin Adult Tagging Projects","Steelhead","Unknown","PRO","9/14/2015","1"
"384.3B23951775","WJB15257.PRO","Mark","Adult Passage Ladder","LADDER","PRO - Prosser Diversion Dam, Yakima River","PRO","9/14/2015","9/14/2015 12:00:00 AM","PROTAL - PRO - Release into the Tailrace within 0.5 km downstream of Dam","10/24/2015","10/24/2015 12:00:00 AM","Unknown","U","3","Steelhead","32U","Summer Steelhead (unknown r/t)","AT RF FE","Female, Tagged as Adult, Returning Fish","WJB15257.PRO","WJB - Yakima Basin Adult Tagging Projects","Steelhead","Unknown","PRO","9/14/2015","1"
"384.3B23951A4F","WJB15257.PRO","Mark","Adult Passage Ladder","LADDER","PRO - Prosser Diversion Dam, Yakima River","PRO","9/14/2015","9/14/2015 12:00:00 AM","PROTAL - PRO - Release into the Tailrace within 0.5 km downstream of Dam","10/21/2015","10/21/2015 12:00:00 AM","Unknown","U","3","Steelhead","32U","Summer Steelhead (unknown r/t)","AT RF FE","Female, Tagged as Adult, Returning Fish","WJB15257.PRO","WJB - Yakima Basin Adult Tagging Projects","Steelhead","Unknown","PRO","9/14/2015","1"
"384.3B23951AA3","WJB15257.PRO","Mark","Adult Passage Ladder","LADDER","PRO - Prosser Diversion Dam, Yakima River","PRO","9/14/2015","9/14/2015 12:00:00 AM","PROTAL - PRO - Release into the Tailrace within 0.5 km downstream of Dam","10/28/2015","10/28/2015 12:00:00 AM","Unknown","U","3","Steelhead","32U","Summer Steelhead (unknown r/t)","AT RF MA","Male, Tagged as Adult, Returning Fish","WJB15257.PRO","WJB - Yakima Basin Adult Tagging Projects","Steelhead","Unknown","PRO","9/14/2015","1"
"384.3B2395215F","WJB15257.PRO","Mark","Adult Passage Ladder","LADDER","PRO - Prosser Diversion Dam, Yakima River","PRO","9/14/2015","9/14/2015 12:00:00 AM","PROTAL - PRO - Release into the Tailrace within 0.5 km downstream of Dam","10/22/2015","10/22/2015 12:00:00 AM","Unknown","U","3","Steelhead","32U","Summer Steelhead (unknown r/t)","AT RF MA","Male, Tagged as Adult, Returning Fish","WJB15257.PRO","WJB - Yakima Basin Adult Tagging Projects","Steelhead","Unknown","PRO","9/14/2015","1"
"384.3B23952383","WJB15257.PRO","Mark","Adult Passage Ladder","LADDER","PRO - Prosser Diversion Dam, Yakima River","PRO","9/14/2015","9/14/2015 12:00:00 AM","PROTAL - PRO - Release into the Tailrace within 0.5 km downstream of Dam","10/25/2015","10/25/2015 12:00:00 AM","Unknown","U","3","Steelhead","32U","Summer Steelhead (unknown r/t)","AT RF FE","Female, Tagged as Adult, Returning Fish","WJB15257.PRO","WJB - Yakima Basin Adult Tagging Projects","Steelhead","Unknown","PRO","9/14/2015","1"
"384.3B23952491","WJB15257.PRO","Mark","Adult Passage Ladder","LADDER","PRO - Prosser Diversion Dam, Yakima River","PRO","9/14/2015","9/14/2015 12:00:00 AM","PROTAL - PRO - Release into the Tailrace within 0.5 km downstream of Dam","10/23/2015","10/23/2015 12:00:00 AM","Unknown","U","3","Steelhead","32U","Summer Steelhead (unknown r/t)","AT RF FE","Female, Tagged as Adult, Returning Fish","WJB15257.PRO","WJB - Yakima Basin Adult Tagging Projects","Steelhead","Unknown","PRO","9/14/2015","1"
"384.3B23952556","WJB15257.PRO","Mark","Adult Passage Ladder","LADDER","PRO - Prosser Diversion Dam, Yakima River","PRO","9/14/2015","9/14/2015 12:00:00 AM","PROTAL - PRO - Release into the Tailrace within 0.5 km downstream of Dam","10/26/2015","10/26/2015 12:00:00 AM","Unknown","U","3","Steelhead","32U","Summer Steelhead (unknown r/t)","AT RF FE","Female, Tagged as Adult, Returning Fish","WJB15257.PRO","WJB - Yakima Basin Adult Tagging Projects","Steelhead","Unknown","PRO","9/14/2015","1"
"384.3B239528F7","WJB15257.PRO","Mark","Adult Passage Ladder","LADDER","PRO - Prosser Diversion Dam, Yakima River","PRO","9/14/2015","9/14/2015 12:00:00 AM","PROTAL - PRO - Release into the Tailrace within 0.5 km downstream of Dam","12/9/2015","12/9/2015 12:00:00 AM","Unknown","U","3","Steelhead","32U","Summer Steelhead (unknown r/t)","AT RF FE","Female, Tagged as Adult, Returning Fish","WJB15257.PRO","WJB - Yakima Basin Adult Tagging Projects","Steelhead","Unknown","PRO","9/14/2015","1"
"384.3B23952E03","WJB15257.PRO","Mark","Adult Passage Ladder","LADDER","PRO - Prosser Diversion Dam, Yakima River","PRO","9/14/2015","9/14/2015 12:00:00 AM","PROTAL - PRO - Release into the Tailrace within 0.5 km downstream of Dam","10/28/2015","10/28/2015 12:00:00 AM","Unknown","U","3","Steelhead","32U","Summer Steelhead (unknown r/t)","AT RF FE","Female, Tagged as Adult, Returning Fish","WJB15257.PRO","WJB - Yakima Basin Adult Tagging Projects","Steelhead","Unknown","PRO","9/14/2015","1"
"384.3B23952ECE","WJB15257.PRO","Mark","Adult Passage Ladder","LADDER","PRO - Prosser Diversion Dam, Yakima River","PRO","9/14/2015","9/14/2015 12:00:00 AM","PROTAL - PRO - Release into the Tailrace within 0.5 km downstream of Dam","11/13/2015","11/13/2015 12:00:00 AM","Unknown","U","3","Steelhead","32U","Summer Steelhead (unknown r/t)","AT RF FE","Female, Tagged as Adult, Returning Fish","WJB15257.PRO","WJB - Yakima Basin Adult Tagging Projects","Steelhead","Unknown","PRO","9/14/2015","1"
"384.3B23952ECE","WJB16245.PRO","Recapture","Adult Passage Ladder","LADDER","PRO - Prosser Diversion Dam, Yakima River","PRO","9/1/2016","9/1/2016 12:00:00 AM","PROTAL - PRO - Release into the Tailrace within 0.5 km downstream of Dam","10/22/2016","10/22/2016 12:00:00 AM","Unknown","U","3","Steelhead","32U","Summer Steelhead (unknown r/t)","RE RF FE","Recapture, Returning Fish, Female","WJB15257.PRO","WJB - Yakima Basin Adult Tagging Projects","Steelhead","Unknown","PRO","9/14/2015","1"
"384.3B23952F42","WJB15257.PRO","Mark","Adult Passage Ladder","LADDER","PRO - Prosser Diversion Dam, Yakima River","PRO","9/14/2015","9/14/2015 12:00:00 AM","PROTAL - PRO - Release into the Tailrace within 0.5 km downstream of Dam","10/22/2015","10/22/2015 12:00:00 AM","Unknown","U","3","Steelhead","32U","Summer Steelhead (unknown r/t)","AT RF MA","Male, Tagged as Adult, Returning Fish","WJB15257.PRO","WJB - Yakima Basin Adult Tagging Projects","Steelhead","Unknown","PRO","9/14/2015","1"
"384.3B23953137","WJB15257.PRO","Mark","Adult Passage Ladder","LADDER","PRO - Prosser Diversion Dam, Yakima River","PRO","9/14/2015","9/14/2015 12:00:00 AM","PROTAL - PRO - Release into the Tailrace within 0.5 km downstream of Dam","10/22/2015","10/22/2015 12:00:00 AM","Unknown","U","3","Steelhead","32U","Summer Steelhead (unknown r/t)","AT RF FE","Female, Tagged as Adult, Returning Fish","WJB15257.PRO","WJB - Yakima Basin Adult Tagging Projects","Steelhead","Unknown","PRO","9/14/2015","1"
"384.3B2395317D","WJB15257.PRO","Mark","Adult Passage Ladder","LADDER","PRO - Prosser Diversion Dam, Yakima River","PRO","9/14/2015","9/14/2015 12:00:00 AM","PROTAL - PRO - Release into the Tailrace within 0.5 km downstream of Dam","12/7/2015","12/7/2015 12:00:00 AM","Unknown","U","3","Steelhead","32U","Summer Steelhead (unknown r/t)","AT RF MA","Male, Tagged as Adult, Returning Fish","WJB15257.PRO","WJB - Yakima Basin Adult Tagging Projects","Steelhead","Unknown","PRO","9/14/2015","1"
"384.3B23953288","WJB15257.PRO","Mark","Adult Passage Ladder","LADDER","PRO - Prosser Diversion Dam, Yakima River","PRO","9/14/2015","9/14/2015 12:00:00 AM","PROTAL - PRO - Release into the Tailrace within 0.5 km downstream of Dam","10/20/2015","10/20/2015 12:00:00 AM","Unknown","U","3","Steelhead","32U","Summer Steelhead (unknown r/t)","AT RF MA","Male, Tagged as Adult, Returning Fish","WJB15257.PRO","WJB - Yakima Basin Adult Tagging Projects","Steelhead","Unknown","PRO","9/14/2015","1"
"384.3B2395341E","WJB15257.PRO","Mark","Adult Passage Ladder","LADDER","PRO - Prosser Diversion Dam, Yakima River","PRO","9/14/2015","9/14/2015 12:00:00 AM","PROTAL - PRO - Release into the Tailrace within 0.5 km downstream of Dam","10/25/2015","10/25/2015 12:00:00 AM","Unknown","U","3","Steelhead","32U","Summer Steelhead (unknown r/t)","AT RF FE","Female, Tagged as Adult, Returning Fish","WJB15257.PRO","WJB - Yakima Basin Adult Tagging Projects","Steelhead","Unknown","PRO","9/14/2015","1"
"384.3B2395360B","WJB15257.PRO","Mark","Adult Passage Ladder","LADDER","PRO - Prosser Diversion Dam, Yakima River","PRO","9/14/2015","9/14/2015 12:00:00 AM","PROTAL - PRO - Release into the Tailrace within 0.5 km downstream of Dam","12/9/2015","12/9/2015 12:00:00 AM","Unknown","U","3","Steelhead","32U","Summer Steelhead (unknown r/t)","AT RF MA","Male, Tagged as Adult, Returning Fish","WJB15257.PRO","WJB - Yakima Basin Adult Tagging Projects","Steelhead","Unknown","PRO","9/14/2015","1"
"384.3B2395363E","WJB15257.PRO","Mark","Adult Passage Ladder","LADDER","PRO - Prosser Diversion Dam, Yakima River","PRO","9/14/2015","9/14/2015 12:00:00 AM","PROTAL - PRO - Release into the Tailrace within 0.5 km downstream of Dam","10/24/2015","10/24/2015 12:00:00 AM","Unknown","U","3","Steelhead","32U","Summer Steelhead (unknown r/t)","AT RF FE","Female, Tagged as Adult, Returning Fish","WJB15257.PRO","WJB - Yakima Basin Adult Tagging Projects","Steelhead","Unknown","PRO","9/14/2015","1"
"384.3B239536FD","WJB15257.PRO","Mark","Adult Passage Ladder","LADDER","PRO - Prosser Diversion Dam, Yakima River","PRO","9/14/2015","9/14/2015 12:00:00 AM","PROTAL - PRO - Release into the Tailrace within 0.5 km downstream of Dam","12/7/2015","12/7/2015 12:00:00 AM","Unknown","U","3","Steelhead","32U","Summer Steelhead (unknown r/t)","AT RF FE","Female, Tagged as Adult, Returning Fish","WJB15257.PRO","WJB - Yakima Basin Adult Tagging Projects","Steelhead","Unknown","PRO","9/14/2015","1"
"384.3B23953AB4","WJB15257.PRO","Mark","Adult Passage Ladder","LADDER","PRO - Prosser Diversion Dam, Yakima River","PRO","9/14/2015","9/14/2015 12:00:00 AM","PROTAL - PRO - Release into the Tailrace within 0.5 km downstream of Dam","10/31/2015","10/31/2015 12:00:00 AM","Unknown","U","3","Steelhead","32U","Summer Steelhead (unknown r/t)","AT RF FE","Female, Tagged as Adult, Returning Fish","WJB15257.PRO","WJB - Yakima Basin Adult Tagging Projects","Steelhead","Unknown","PRO","9/14/2015","1"
"384.3B2395417C","WJB15257.PRO","Mark","Adult Passage Ladder","LADDER","PRO - Prosser Diversion Dam, Yakima River","PRO","9/14/2015","9/14/2015 12:00:00 AM","PROTAL - PRO - Release into the Tailrace within 0.5 km downstream of Dam","11/13/2015","11/13/2015 12:00:00 AM","Unknown","U","3","Steelhead","32U","Summer Steelhead (unknown r/t)","AT RF FE","Female, Tagged as Adult, Returning Fish","WJB15257.PRO","WJB - Yakima Basin Adult Tagging Projects","Steelhead","Unknown","PRO","9/14/2015","1"
"384.3B23954229","WJB15257.PRO","Mark","Adult Passage Ladder","LADDER","PRO - Prosser Diversion Dam, Yakima River","PRO","9/14/2015","9/14/2015 12:00:00 AM","PROTAL - PRO - Release into the Tailrace within 0.5 km downstream of Dam","11/16/2015","11/16/2015 12:00:00 AM","Unknown","U","3","Steelhead","32U","Summer Steelhead (unknown r/t)","AT RF FE","Female, Tagged as Adult, Returning Fish","WJB15257.PRO","WJB - Yakima Basin Adult Tagging Projects","Steelhead","Unknown","PRO","9/14/2015","1"
"384.3B239543D1","WJB15257.PRO","Mark","Adult Passage Ladder","LADDER","PRO - Prosser Diversion Dam, Yakima River","PRO","9/14/2015","9/14/2015 12:00:00 AM","PROTAL - PRO - Release into the Tailrace within 0.5 km downstream of Dam","11/9/2015","11/9/2015 12:00:00 AM","Unknown","U","3","Steelhead","32U","Summer Steelhead (unknown r/t)","AT RF FE","Female, Tagged as Adult, Returning Fish","WJB15257.PRO","WJB - Yakima Basin Adult Tagging Projects","Steelhead","Unknown","PRO","9/14/2015","1"
"384.3B23954450","WJB15257.PRO","Mark","Adult Passage Ladder","LADDER","PRO - Prosser Diversion Dam, Yakima River","PRO","9/14/2015","9/14/2015 12:00:00 AM","PROTAL - PRO - Release into the Tailrace within 0.5 km downstream of Dam","10/27/2015","10/27/2015 12:00:00 AM","Unknown","U","3","Steelhead","32U","Summer Steelhead (unknown r/t)","AT RF FE","Female, Tagged as Adult, Returning Fish","WJB15257.PRO","WJB - Yakima Basin Adult Tagging Projects","Steelhead","Unknown","PRO","9/14/2015","1"
"384.3B23954905","WJB15257.PRO","Mark","Adult Passage Ladder","LADDER","PRO - Prosser Diversion Dam, Yakima River","PRO","9/14/2015","9/14/2015 12:00:00 AM","PROTAL - PRO - Release into the Tailrace within 0.5 km downstream of Dam","10/28/2015","10/28/2015 12:00:00 AM","Unknown","U","3","Steelhead","32U","Summer Steelhead (unknown r/t)","AT RF MA","Male, Tagged as Adult, Returning Fish","WJB15257.PRO","WJB - Yakima Basin Adult Tagging Projects","Steelhead","Unknown","PRO","9/14/2015","1"
"384.3B23954B3C","WJB15257.PRO","Mark","Adult Passage Ladder","LADDER","PRO - Prosser Diversion Dam, Yakima River","PRO","9/14/2015","9/14/2015 12:00:00 AM","PROTAL - PRO - Release into the Tailrace within 0.5 km downstream of Dam","10/19/2015","10/19/2015 12:00:00 AM","Unknown","U","3","Steelhead","32U","Summer Steelhead (unknown r/t)","AT RF FE","Female, Tagged as Adult, Returning Fish","WJB15257.PRO","WJB - Yakima Basin Adult Tagging Projects","Steelhead","Unknown","PRO","9/14/2015","1"
"384.3B239551F7","WJB15257.PRO","Mark","Adult Passage Ladder","LADDER","PRO - Prosser Diversion Dam, Yakima River","PRO","9/14/2015","9/14/2015 12:00:00 AM","PROTAL - PRO - Release into the Tailrace within 0.5 km downstream of Dam","11/11/2015","11/11/2015 12:00:00 AM","Unknown","U","3","Steelhead","32U","Summer Steelhead (unknown r/t)","AT RF FE","Female, Tagged as Adult, Returning Fish","WJB15257.PRO","WJB - Yakima Basin Adult Tagging Projects","Steelhead","Unknown","PRO","9/14/2015","1"
"384.3B239555C1","WJB15257.PRO","Mark","Adult Passage Ladder","LADDER","PRO - Prosser Diversion Dam, Yakima River","PRO","9/14/2015","9/14/2015 12:00:00 AM","PROTAL - PRO - Release into the Tailrace within 0.5 km downstream of Dam","10/30/2015","10/30/2015 12:00:00 AM","Unknown","U","3","Steelhead","32U","Summer Steelhead (unknown r/t)","AT RF FE","Female, Tagged as Adult, Returning Fish","WJB15257.PRO","WJB - Yakima Basin Adult Tagging Projects","Steelhead","Unknown","PRO","9/14/2015","1"
"384.3B239559BE","WJB15257.PRO","Mark","Adult Passage Ladder","LADDER","PRO - Prosser Diversion Dam, Yakima River","PRO","9/14/2015","9/14/2015 12:00:00 AM","PROTAL - PRO - Release into the Tailrace within 0.5 km downstream of Dam","11/12/2015","11/12/2015 12:00:00 AM","Unknown","U","3","Steelhead","32U","Summer Steelhead (unknown r/t)","AT RF FE","Female, Tagged as Adult, Returning Fish","WJB15257.PRO","WJB - Yakima Basin Adult Tagging Projects","Steelhead","Unknown","PRO","9/14/2015","1"
"384.3B23955C86","WJB15257.PRO","Mark","Adult Passage Ladder","LADDER","PRO - Prosser Diversion Dam, Yakima River","PRO","9/14/2015","9/14/2015 12:00:00 AM","PROTAL - PRO - Release into the Tailrace within 0.5 km downstream of Dam","11/1/2015","11/1/2015 12:00:00 AM","Unknown","U","3","Steelhead","32U","Summer Steelhead (unknown r/t)","AT RF MA","Male, Tagged as Adult, Returning Fish","WJB15257.PRO","WJB - Yakima Basin Adult Tagging Projects","Steelhead","Unknown","PRO","9/14/2015","1"
"384.3B23955F53","WJB15257.PRO","Mark","Adult Passage Ladder","LADDER","PRO - Prosser Diversion Dam, Yakima River","PRO","9/14/2015","9/14/2015 12:00:00 AM","PROTAL - PRO - Release into the Tailrace within 0.5 km downstream of Dam","10/22/2015","10/22/2015 12:00:00 AM","Unknown","U","3","Steelhead","32U","Summer Steelhead (unknown r/t)","AT RF FE","Female, Tagged as Adult, Returning Fish","WJB15257.PRO","WJB - Yakima Basin Adult Tagging Projects","Steelhead","Unknown","PRO","9/14/2015","1"
"384.3B23955F54","WJB15257.PRO","Mark","Adult Passage Ladder","LADDER","PRO - Prosser Diversion Dam, Yakima River","PRO","9/14/2015","9/14/2015 12:00:00 AM","PROTAL - PRO - Release into the Tailrace within 0.5 km downstream of Dam","11/4/2015","11/4/2015 12:00:00 AM","Unknown","U","3","Steelhead","32U","Summer Steelhead (unknown r/t)","AT RF MA","Male, Tagged as Adult, Returning Fish","WJB15257.PRO","WJB - Yakima Basin Adult Tagging Projects","Steelhead","Unknown","PRO","9/14/2015","1"
"384.3B239564AB","WJB15257.PRO","Mark","Adult Passage Ladder","LADDER","PRO - Prosser Diversion Dam, Yakima River","PRO","9/14/2015","9/14/2015 12:00:00 AM","PROTAL - PRO - Release into the Tailrace within 0.5 km downstream of Dam","10/28/2015","10/28/2015 12:00:00 AM","Unknown","U","3","Steelhead","32U","Summer Steelhead (unknown r/t)","AT RF FE","Female, Tagged as Adult, Returning Fish","WJB15257.PRO","WJB - Yakima Basin Adult Tagging Projects","Steelhead","Unknown","PRO","9/14/2015","1"
"384.3B2395665E","WJB15257.PRO","Mark","Adult Passage Ladder","LADDER","PRO - Prosser Diversion Dam, Yakima River","PRO","9/14/2015","9/14/2015 12:00:00 AM","PROTAL - PRO - Release into the Tailrace within 0.5 km downstream of Dam","11/12/2015","11/12/2015 12:00:00 AM","Unknown","U","3","Steelhead","32U","Summer Steelhead (unknown r/t)","AT RF FE","Female, Tagged as Adult, Returning Fish","WJB15257.PRO","WJB - Yakima Basin Adult Tagging Projects","Steelhead","Unknown","PRO","9/14/2015","1"
"384.3B23956978","WJB15257.PRO","Mark","Adult Passage Ladder","LADDER","PRO - Prosser Diversion Dam, Yakima River","PRO","9/14/2015","9/14/2015 12:00:00 AM","PROTAL - PRO - Release into the Tailrace within 0.5 km downstream of Dam","11/6/2015","11/6/2015 12:00:00 AM","Unknown","U","3","Steelhead","32U","Summer Steelhead (unknown r/t)","AT RF FE","Female, Tagged as Adult, Returning Fish","WJB15257.PRO","WJB - Yakima Basin Adult Tagging Projects","Steelhead","Unknown","PRO","9/14/2015","1"
"384.3B23956B69","WJB15257.PRO","Mark","Adult Passage Ladder","LADDER","PRO - Prosser Diversion Dam, Yakima River","PRO","9/14/2015","9/14/2015 12:00:00 AM","PROTAL - PRO - Release into the Tailrace within 0.5 km downstream of Dam","11/7/2015","11/7/2015 12:00:00 AM","Unknown","U","3","Steelhead","32U","Summer Steelhead (unknown r/t)","AT RF FE","Female, Tagged as Adult, Returning Fish","WJB15257.PRO","WJB - Yakima Basin Adult Tagging Projects","Steelhead","Unknown","PRO","9/14/2015","1"
"384.3B23956C9B","WJB15257.PRO","Mark","Adult Passage Ladder","LADDER","PRO - Prosser Diversion Dam, Yakima River","PRO","9/14/2015","9/14/2015 12:00:00 AM","PROTAL - PRO - Release into the Tailrace within 0.5 km downstream of Dam","10/24/2015","10/24/2015 12:00:00 AM","Unknown","U","3","Steelhead","32U","Summer Steelhead (unknown r/t)","AT RF FE","Female, Tagged as Adult, Returning Fish","WJB15257.PRO","WJB - Yakima Basin Adult Tagging Projects","Steelhead","Unknown","PRO","9/14/2015","1"
"384.3B2395762D","WJB15257.PRO","Mark","Adult Passage Ladder","LADDER","PRO - Prosser Diversion Dam, Yakima River","PRO","9/14/2015","9/14/2015 12:00:00 AM","PROTAL - PRO - Release into the Tailrace within 0.5 km downstream of Dam","10/23/2015","10/23/2015 12:00:00 AM","Unknown","U","3","Steelhead","32U","Summer Steelhead (unknown r/t)","AT RF FE","Female, Tagged as Adult, Returning Fish","WJB15257.PRO","WJB - Yakima Basin Adult Tagging Projects","Steelhead","Unknown","PRO","9/14/2015","1"
"384.3B23957713","WJB15257.PRO","Mark","Adult Passage Ladder","LADDER","PRO - Prosser Diversion Dam, Yakima River","PRO","9/14/2015","9/14/2015 12:00:00 AM","PROTAL - PRO - Release into the Tailrace within 0.5 km downstream of Dam","10/18/2015","10/18/2015 12:00:00 AM","Unknown","U","3","Steelhead","32U","Summer Steelhead (unknown r/t)","AT RF FE","Female, Tagged as Adult, Returning Fish","WJB15257.PRO","WJB - Yakima Basin Adult Tagging Projects","Steelhead","Unknown","PRO","9/14/2015","1"
"384.3B23957763","WJB15257.PRO","Mark","Adult Passage Ladder","LADDER","PRO - Prosser Diversion Dam, Yakima River","PRO","9/14/2015","9/14/2015 12:00:00 AM","PROTAL - PRO - Release into the Tailrace within 0.5 km downstream of Dam","11/9/2015","11/9/2015 12:00:00 AM","Unknown","U","3","Steelhead","32U","Summer Steelhead (unknown r/t)","AT RF MA","Male, Tagged as Adult, Returning Fish","WJB15257.PRO","WJB - Yakima Basin Adult Tagging Projects","Steelhead","Unknown","PRO","9/14/2015","1"
"384.3B23957772","WJB15257.PRO","Mark","Adult Passage Ladder","LADDER","PRO - Prosser Diversion Dam, Yakima River","PRO","9/14/2015","9/14/2015 12:00:00 AM","PROTAL - PRO - Release into the Tailrace within 0.5 km downstream of Dam","11/13/2015","11/13/2015 12:00:00 AM","Unknown","U","3","Steelhead","32U","Summer Steelhead (unknown r/t)","AT RF FE","Female, Tagged as Adult, Returning Fish","WJB15257.PRO","WJB - Yakima Basin Adult Tagging Projects","Steelhead","Unknown","PRO","9/14/2015","1"
